"pub_date","lead_paragraph","main"
"2017-01-07T13:57:14+0000","On the night of Nov. 16, a group of executives gathered in a private dining room of the restaurant La Chine at the Waldorf Astoria hotel in Midtown Manhattan. The table was laden with Chinese delicacies and $2,100 bottles of Château Lafite Rothschild. At one end sat Wu Xiaohui, the chairman of the Waldorf’s owner, Anbang Insurance Group, a Chinese financial behemoth with estimated assets of $285 billion and an ownership structure shrouded in mystery. Close by sat Jared Kushner, a major New York real estate investor whose father-in-law, Donald J. Trump, had just been elected president of the United States.","Jared Kushner, a Trump In-Law and Adviser, Chases a Chinese Deal"
"2017-01-04T01:31:52+0000","WASHINGTON — President-elect Donald J. Trump on Tuesday named as his chief trade negotiator a Washington lawyer who has long advocated protectionist policies, the latest sign that Mr. Trump intends to fulfill his campaign promise to get tough with China, Mexico and other trading partners.","With Choice of Trade Negotiator, Trump Prepares to Confront Mexico and China"
"2017-03-14T00:40:25+0000","WASHINGTON — Long before Donald J. Trump took aim at immigrants, there was Representative Steve King of Iowa.","Steve King, Hurling Insults at Immigrants, Is Rebuked by His Own Party"
"2017-03-30T18:58:46+0000","IQUITOS, Peru — Venezuela took its strongest step yet toward one-man rule under the leftist President Nicolás Maduro as his loyalists on the Supreme Court seized power from the National Assembly in a ruling late Wednesday night.","Venezuela Muzzles Legislature, Moving Closer to One-Man Rule"
"2017-03-27T01:05:00+0000","WASHINGTON — Picking themselves up after the bruising collapse of their health care plan, President Trump and Republicans in Congress will start this week on a legislative obstacle course that will be even more arduous: the first overhaul of the tax code in three decades.","Dealt a Defeat, Republicans Set Their Sights on Major Tax Cuts"
"2017-04-21T15:54:17+0000","The Cassini spacecraft is about to begin its great cosmic swan dive.","Cassini’s Grand Finale: A Dive Between Saturn and Its Rings"
"2017-04-24T01:09:10+0000","PARIS — Not since World War II has the anti-immigrant far right been closer to gaining power in France. With her second-place finish on Sunday in the first round of the presidential election, Marine Le Pen has dragged her National Front party from the dark fringes of its first 40 years.","‘This Is Deadly Serious’: French Parties Set Sights on Marine Le Pen"
"2017-02-02T18:11:47+0000","WASHINGTON — President Trump, after promising a radical break with the foreign policy of Barack Obama, is embracing some key pillars of the former administration’s strategy, including warning Israel to curb settlement construction, demanding that Russia withdraw from Crimea and threatening Iran with sanctions for ballistic missile tests.","Trump Embraces Pillars of Obama’s Foreign Policy"
"2017-05-19T20:02:28+0000","WASHINGTON — President Trump embarked on Friday on his first foreign mission since taking office, beginning a challenging nine-day, multistop, multifaceted journey to the Middle East and Europe and leaving behind a capital consumed by investigations and intrigue.","Opening First Foreign Trip, Donald Trump Tries to Leave Crisis Behind"
"2017-01-31T18:28:44+0000","WASHINGTON — President Trump on Tuesday nominated Judge Neil M. Gorsuch to the Supreme Court, elevating a conservative in the mold of Justice Antonin Scalia to succeed the late jurist and touching off a brutal, partisan showdown at the start of his presidency over the ideological bent of the nation’s highest court.","Trump Nominates Neil Gorsuch to the Supreme Court"
"2017-05-20T09:00:29+0000","BUFFALO — “Let’s give it up for the racists that are hosting this event!” someone yelled, and the crowd roared, foot-stomping in unison, then breaking into song: Woody Guthrie’s “This Land Is Your Land.” One member of the audience held up a sign, “Queers Against Islamaphobia.” Another unfurled a banner: “Muslims Welcome. Fascists Get Out.”","The Conservative Force Behind Speeches Roiling College Campuses"
"2017-01-29T11:00:29+0000","After learning she had a high genetic risk for breast cancer, Dane’e McCree, like a growing number of women, decided to have her breasts removed. Her doctor assured her that reconstructive surgery would spare her nipples and leave her with natural-looking breasts.","After Mastectomies, an Unexpected Blow: Numb New Breasts"
"2017-04-10T13:11:09+0000","Wells Fargo’s board said on Monday that it would claw back an additional $75 million in compensation from the two executives on whom it pinned most of the blame for the company’s scandal over fraudulent accounts: the bank’s former chief executive, John G. Stumpf, and its former head of community banking, Carrie L. Tolstedt.","Wells Fargo to Claw Back $75 Million From 2 Former Executives"
"2017-03-03T02:24:23+0000","Sergey I. Kislyak, the longtime Russian ambassador to the United States, hosted a dazzling dinner in his three-story, Beaux-Arts mansion four blocks north of the White House to toast Michael A. McFaul just weeks before he took up his post as the American envoy to Russia.","Sergey Kislyak, Russian Envoy, Cultivated Powerful Network in U.S."
"2017-04-25T01:18:50+0000","WASHINGTON — President Trump has instructed his advisers to make cutting the corporate tax rate to 15 percent a centerpiece of his tax-cut blueprint to be unveiled this week, according to people with knowledge of his plans, even if that means a significant reduction in revenue that could jettison his campaign promise to curb deficits.","Trump Is Said to Seek Cutting Corporate Tax Rate to 15 Percent"
"2017-05-20T19:17:04+0000","Zaida Catalán was on to something, and it was making her jumpy.","For 2 Experts Killed in Congo, U.N. Provided Little Training and No Protection"
"2017-05-25T09:00:38+0000","VICTORIA, British Columbia — Two days before he was scheduled to die, John Shields roused in his hospice bed with an unusual idea. He wanted to organize an Irish wake for himself. It would be old-fashioned with music and booze, except for one notable detail — he would be present.","At His Own Wake, Celebrating Life and the Gift of Death"
"2017-04-24T18:49:57+0000","LONDON — There was palpable relief in mainstream Europe on Monday at the success of the independent centrist Emmanuel Macron in the first round of the French presidential elections, and a wide assumption that he will defeat the far-right Marine Le Pen in a runoff two weeks from now.","After French Vote, Mainstream Europe Breathes a Sigh of Relief"
"2017-03-25T20:12:42+0000","They went to unusual, even dangerous lengths to support President Trump’s unpopular health care bill, facing down protesters at home and begging for special accommodation from House leaders in Washington. John Faso of New York negotiated a side deal for his state in exchange for backing it. Mike Coffman was the lone Colorado lawmaker to endorse the bill, while his Republican neighbors agonized and stalled.","Health Bill’s Failure Leaves Supporters in a Political Jam Back Home"
"2017-01-07T10:00:22+0000","MASVINGO, Zimbabwe — The first lady of Zimbabwe’s display of power was unspoken, though clear, during the governing party’s annual congress, as she focused her speech on new party regalia featuring a teacup-shaped image of her country.","In Zimbabwe, a First Lady Exerts Her Power"
"2017-02-18T18:48:33+0000","IRKUTSK, Russia — The overworked cleaning woman realized that her grown son was not just sleeping off his habitual hangover in the Siberian city of Irkutsk when she discovered — to her horror — that he had quietly gone blind.","Where the Booze Can Kill, and Putin Is Deemed a ‘Good Czar’"
"2017-05-28T15:14:37+0000","BERLIN — Chancellor Angela Merkel of Germany, Europe’s most influential leader, has concluded, after three days of trans-Atlantic meetings, that the United States of President Trump is not the reliable partner her country and the Continent have automatically depended on in the past.","Merkel, After Discordant G-7 Meeting, Is Looking Past Trump"
"2017-02-09T23:18:28+0000","WASHINGTON — A federal appeals panel on Thursday unanimously rejected President Trump’s bid to reinstate his ban on travel into the United States from seven largely Muslim nations, a sweeping rebuke of the administration’s claim that the courts have no role as a check on the president.","Court Refuses to Reinstate Travel Ban, Dealing Trump Another Legal Loss"
"2017-03-27T18:10:52+0000","WASHINGTON — Top House Democrats on Monday called on the Republican chairman of the House Intelligence Committee to recuse himself from the panel’s investigation into Russian meddling in the 2016 presidential election, thrusting the entire inquiry into jeopardy amid what they described as mounting evidence he was too close to President Trump to be impartial.","House Democrats Ask Devin Nunes to Recuse Himself From Russia Inquiry"
"2017-04-26T18:14:37+0000","WASHINGTON — The House Freedom Caucus, a group of hard-line conservatives who were instrumental in blocking President Trump’s plan to repeal the Affordable Care Act last month, gave its approval Wednesday to a new, more conservative version, breathing new life into Republican efforts to replace President Barack Obama’s health law.","Hard-Line Republican Caucus Backs Revised Bill to Repeal Obamacare"
"2017-02-08T02:05:33+0000","WASHINGTON — Angry at the civilian casualties incurred last month in the first commando raid authorized by President Trump, Yemen has withdrawn permission for the United States to run Special Operations ground missions against suspected terrorist groups in the country, according to American officials.","Yemen Withdraws Permission for U.S. Antiterror Ground Missions"
"2017-04-18T00:34:45+0000","WASHINGTON — President Trump’s promise to enact a sweeping overhaul of the tax code is in serious jeopardy nearly 100 days into his tenure, and his refusal to release his own tax returns is emerging as a central hurdle to another faltering campaign promise.","Trump’s Unreleased Taxes Threaten Yet Another Campaign Promise"
"2017-03-29T10:00:21+0000","The papers each bore two names, one unknown, the other ubiquitous, facing off across the letter V. The V was important. It meant that in America, anyone could sue the president of the United States and hope to win.","Meet the Everyday People Who Have Sued Trump. So Far, They’ve Won."
"2017-05-02T11:45:11+0000","LONDON — Tony Gallagher, editor of The Sun, one of Britain’s most raucous and influential tabloids, looks down on the government, literally. From the height of his 12th-floor newsroom, all glass and views, the Palace of Westminster seems like a toy castle, something to be played with or ignored at will.","To Understand ‘Brexit,’ Look to Britain’s Tabloids"
"2017-02-07T05:00:46+0000","MOGADISHU, Somalia — Politicians have been peeling off wads of hundred dollar bills to buy votes. Others have shown up for parliamentary races standing next to a political nobody who was bribed or coerced into running against them, to make the race look fair. In one case, the mysterious candidate was the politician’s maid.","Fueled by Bribes, Somalia’s Election Seen as Milestone of Corruption"
"2017-05-21T23:16:59+0000","SALT LAKE CITY — Stephanie Pappas and her brothers built their roofing supply company in this fast-growing region by promising next-day delivery, but lately they’ve been forced to tell some customers that tomorrow is impossible.","Lack of Workers, Not Work, Weighs on the Nation’s Economy"
"2017-01-03T01:23:03+0000","FISHERS, Ind. — Fragments of bone and cartilage arced across the operating room as Dr. R. Michael Meneghini drilled into the knee of his first patient at a hospital here at dawn. Within an hour, the 66-year-old woman had a replacement joint made of titanium and cobalt chrome, and she was sent home the next day.","After Obama, Some Health Reforms May Prove Lasting"
"2017-05-13T15:32:09+0000","WASHINGTON — The premonition came in a Winston-Salem conference room, on an otherwise happy election night in 2004, before Richard M. Burr of North Carolina had even declared victory in his bid to join the Senate.","Richard Burr Leads Russia Inquiry, Whether He Likes It or Not"
"2017-03-21T09:00:25+0000","DES MOINES — When she was shopping for a school for her daughter Alma, Mary Kakayo found a lot to like in St. Theresa Catholic, including its Catholic social justice theme, student prayer and hour of religious instruction every day.","School Choice Fight in Iowa May Preview the One Facing Trump"
"2017-02-12T19:26:26+0000","Subway riders in New York City have become increasingly angry about the quality of service. Their fury is justified.","Subway’s Slide in Performance Leaves Straphangers Fuming"
"2017-04-28T01:26:18+0000","WASHINGTON — President Trump’s proposal to slash individual and business taxes and erase a surtax that funds the Affordable Care Act would amount to a multitrillion-dollar shift from federal coffers to America’s richest families and their heirs, setting up a politically fraught battle over how best to use the government’s already strained resources.","Trump Tax Plan Would Shift Trillions From U.S. Coffers to the Richest"
"2017-04-25T17:05:22+0000","BEIJING — In the halls of Yuzhou No. 1 High School in central China, students refer to them simply as “the cameras.”","In China, Daydreaming Students Are Caught on Camera"
"2017-01-22T21:46:13+0000","More than a million people who turned out on Saturday for women’s marches in all 50 states have put down their placards, taken off their pink hats and ended their chants after what was an extraordinary display of dissent against the Trump presidency.","After Success of Women’s March, a Question Remains: What’s Next?"
"2017-04-24T22:04:53+0000","WASHINGTON — Behind the Trump administration’s sudden urgency in dealing with the North Korean nuclear crisis lies a stark calculus: a growing body of expert studies and classified intelligence reports that conclude the country is capable of producing a nuclear bomb every six or seven weeks.","As North Korea Speeds Its Nuclear Program, U.S. Fears Time Will Run Out"
"2017-05-30T14:23:49+0000","CHICAGO — After spiraling gun and gang violence brought Chicago more homicides than any other American city in 2016, officials took a more aggressive stance this year at the start of the period that is seen as the most violent season for the nation’s third-largest city.","In Chicago’s Crisis of Violence, Some Signs of Hope"
"2017-04-25T21:05:16+0000","A judge in San Francisco on Tuesday temporarily blocked President Trump’s efforts to starve localities of federal funds when they limit their cooperation with immigration enforcement, a stinging rejection of his threats to make so-called sanctuary cities fall in line.","Judge Blocks Trump Effort to Withhold Money From Sanctuary Cities"
"2017-04-03T17:38:42+0000","WASHINGTON — Senate Democrats on Monday secured the votes necessary to filibuster the Supreme Court nomination of Judge Neil M. Gorsuch, presaging a bitter confrontation this week that threatens to further unravel a chamber where bipartisanship and decorum have eroded for years.","Democrats’ Vow to Filibuster Ensures Bitter Fight Over Gorsuch"
"2017-03-09T15:39:39+0000","WASHINGTON — Scott Pruitt, the head of the Environmental Protection Agency, said on Thursday that carbon dioxide was not a primary contributor to global warming, a statement at odds with the established scientific consensus on climate change.","E.P.A. Chief Doubts Consensus View of Climate Change"
"2017-05-31T01:16:03+0000","WASHINGTON — A divided White House staff, anxious corporate executives, lawmakers and foreign leaders are fiercely competing for President Trump’s ear this week as he nears a decision on whether to pull the United States out of the Paris climate accord, the landmark agreement that commits nearly every country to combat global warming.","Trump Advisers Wage Tug of War Before Decision on Climate Deal"
"2017-05-23T11:38:05+0000","MANCHESTER, England — It was that moment after the music ends. The pop star Ariana Grande had finished the encore of her “Dangerous Woman” concert, and the shrieks of teenagers and others had subsided. The stage show was over, the arena lights had gone up, and fans were clutching pink balloons that had dropped from the rafters — souvenirs from a special night.","In Manchester, a Loud Bang, Silence, Then Screaming and Blood"
"2017-01-09T21:08:13+0000","Many thousands of women are expected to converge on the nation’s capital for the Women’s March on Washington the day after Donald J. Trump’s inauguration. Jennifer Willis no longer plans to be one of them.","Women’s March on Washington Opens Contentious Dialogues About Race"
"2017-01-31T10:00:31+0000","ORLANDO, Fla. — U.S.A. Football, the national governing body for amateur football, intends to introduce a drastically altered youth football game in response to declining participation and increasing public belief that the game is not safe for children to play.","Not Safe for Children? Football’s Leaders Make Drastic Changes to Youth Game"
"2017-02-02T02:00:27+0000","BERLIN — Cloaked in body armor and bearing heavy weapons, more than 1,000 German police officers swooped down Wednesday on homes, offices and mosques in shock-and-awe raids centered on Germany’s financial capital, Frankfurt. Nationwide, more than 50 sites were targeted.","Terror Raids in Germany Reap More Doubts Than Results"
"2017-01-27T19:07:39+0000","WASHINGTON — Ever since American intelligence agencies accused Russia of trying to influence the American election, there have been questions about the proof they had to support the accusation.","Russians Charged With Treason Worked in Office Linked to Election Hacking"
"2017-02-08T21:51:09+0000","BEIRUT, Lebanon — A northern Syrian city that is one of the Islamic State’s last enclaves in the country is under assault by military forces bearing down from all sides.","Battle to Retake Syrian City Turns Into a Geopolitical Test of the War"
"2017-02-11T17:50:15+0000","SAN FRANCISCO — Last summer, Dr. Simón Barquera’s phone started buzzing with a series of disturbing text messages from unknown numbers. One said his daughter had been in a serious accident. Another claimed to be from a friend whose father had died — with a link to funeral details.","Spyware’s Odd Targets: Backers of Mexico’s Soda Tax"
"2017-03-16T22:00:29+0000","WASHINGTON — The former president denied it. So did the former national intelligence director. The F.B.I. director has said privately that it is false. The speaker of the House and the chairmen of the House and Senate Intelligence Committees — all three Republican — see no indications that it happened.","Trump Digs In on Wiretap, No Matter Who Says Differently"
"2017-01-14T01:40:25+0000","WASHINGTON — Until recently, few had heard of Walter M. Shaub Jr. or the agency he leads, the Office of Government Ethics, viewed in Washington as an unloved but necessary barrier against ethical violations by federal appointees.","Head of Ethics Office Speaks Out. Some Republicans Ask, Was It Ethical?"
"2017-01-26T20:44:33+0000","PHILADELPHIA — President Trump’s decision to build a wall along the length of the United States’ southern border with Mexico erupted into a diplomatic standoff on Thursday, leading to the cancellation of a White House visit by Mexico’s president and sharply rising tensions over who would pay for the wall.","Tax Plan Sows Confusion as Tensions With Mexico Soar"
"2017-02-10T22:36:51+0000","REGGIO CALABRIA, Italy — Fighting the mafia at the very toe of Italy, Roberto Di Bella has seen a lot: children as young as 11 or 12 serving as lookouts during murders, attending drug deals and mob strategy sessions, or learning how to handle a Kalashnikov assault rifle.","Breaking Up the Family as a Way to Break Up the Mob"
"2017-02-10T01:39:40+0000","WASHINGTON — White House officials insisted on Thursday that Judge Neil M. Gorsuch, President Trump’s Supreme Court nominee, was not referring to Mr. Trump’s recent denigration of judges when he said privately that he was disheartened by attacks on the courts.","Neil Gorsuch’s Criticism Wasn’t Aimed at Trump, Aides Say in Reversal"
"2017-03-03T18:09:44+0000","The state of Arkansas plans to put to death eight inmates over a span of 10 days next month, a pace of executions unequaled in recent American history and brought about by a looming expiration date for a drug used by the state for lethal injections.","Arkansas Rushes to Execute 8 Men in the Space of 10 Days"
"2017-04-10T16:22:22+0000","The disturbing scene captured on cellphone videos by United Airlines passengers on Sunday went beyond the typical nightmares of travelers on an overbooked flight.","United Airlines Passenger Is Dragged From an Overbooked Flight"
"2017-02-17T21:02:34+0000","STORRS, Conn. — When Connecticut won its 11th N.C.A.A. women’s basketball title last spring— its fourth in a row — President Barack Obama joked that he would keep a room with a cot waiting for Coach Geno Auriemma and the Huskies’ regular visit to the White House.","New Question for a Frequent Champion: Whether to Meet the President"
"2017-04-16T20:14:40+0000","MIDLAND, Tex. — President Trump does not know Mike Conaway.","Mike Conaway Emerges From Relative Obscurity to Lead House Russia Inquiry"
"2017-05-01T02:29:30+0000","WASHINGTON — Congressional leaders reached a bipartisan agreement on Sunday to fund the government through September, effectively ending any suspense about the possibility of a government shutdown next weekend.","Bipartisan Agreement Reached to Fund Government Through September"
"2017-03-24T01:20:24+0000","WASHINGTON — President Trump, the author of “The Art of the Deal,” has been projecting his usual bravado in public this week about the prospects of repealing the Affordable Care Act. Privately he is grappling with rare bouts of self-doubt.","Trump the Dealmaker Projects Bravado, but Behind the Scenes, Faces Rare Self-Doubt"
"2017-02-15T18:01:31+0000","WASHINGTON — President Trump jettisoned two decades of diplomatic orthodoxy on Wednesday by declaring that the United States would no longer insist on the creation of a Palestinian state as part of a peace accord between Israel and the Palestinians.","Trump, Meeting With Netanyahu, Backs Away From Palestinian State"
"2017-05-12T00:45:05+0000","Joseph Ponte, who was appointed by Mayor Bill de Blasio three years ago to end the chaos at Rikers Island, is expected to step down as correction commissioner on Friday, according to people with knowledge of his plans.","Joseph Ponte to Resign as New York City Jails Chief"
"2017-05-08T19:51:58+0000","Some collectors pick up a few choice artworks here and there. Others turn on the vacuum and let it rip.","Billionaire’s Spending Spree Creates ‘Lending Library for Old Masters’"
"2017-04-18T18:45:25+0000","LONDON — Ivanka Trump calls her father a homebody. “If it were up to him, he’d seldom leave New York,” she once wrote.","Ivanka Trump’s Global Reach, Undeterred by a White House Job"
"2017-02-13T20:21:55+0000","WASHINGTON — President Trump and his top aides coordinated their response to North Korea’s missile test on Saturday night in full view of diners at Mr. Trump’s Mar-a-Lago resort in Florida — a remarkable public display of presidential activity that is almost always conducted in highly secure settings.","From Trump’s Mar-a-Lago to Facebook, a National Security Crisis in the Open"
"2017-04-20T12:57:38+0000","In late February, as the United States and the rest of the world were adjusting to President Trump and Turkey was focused on a push by its president, Recep Tayyip Erdogan, to expand his power, Mr. Erdogan agreed to an unusual meeting with some American visitors.","Why Giuliani Held a Secret Meeting With Turkey’s Leader"
"2017-01-30T18:01:34+0000","LONDON — It had all been going so well.","For Leaders of U.S. Allies, Getting Close to Trump Can Sting"
"2017-05-04T18:21:36+0000","WASHINGTON — In voting to repeal President Barack Obama’s signature health care law, House Republicans finally made progress on a key Trump administration goal and on a campaign promise that they have made for the better part of a decade — but at a potentially steep price.","Republicans Get Their Health Bill. But It May Cost Them."
"2017-05-20T06:51:46+0000","RIYADH, Saudi Arabia — With trumpets blaring, cannons booming and fighter jets streaking overhead trailed by red, white and blue contrails, President Trump arrived in the scorching heat of the Arabian desert on Saturday hoping to realign the politics and diplomacy of the Middle East by forcefully reasserting American support for Sunni Muslim countries and Israel against Iran’s Shiite-led government.","Saudis Welcome Trump’s Rebuff of Obama’s Mideast Views"
"2017-01-09T20:04:32+0000","WASHINGTON — Jared Kushner will become a senior White House adviser to his father-in-law, Donald J. Trump, cementing the New York real estate executive’s role as a powerful and at times decisive influence on the president-elect.","Jared Kushner Named Senior White House Adviser to Donald Trump"
"2017-02-11T01:03:27+0000","MANCHESTER, N.H. — Chad Diaz began using heroin when he was 12. Now 36 and newly covered by Medicaid under the Affordable Care Act, he is on Suboxone, a substitute opioid that eases withdrawal symptoms and cravings, and he is slowly pulling himself together.","Addiction Treatment Grew Under Health Law. Now What?"
"2017-04-20T01:08:38+0000","No two people did more to build Fox News Channel into a powerful cultural-political force than Roger Ailes and Bill O’Reilly.","Bill O’Reilly’s Ouster Will Test Loyalties of Fox Viewers"
"2017-04-02T21:59:39+0000","MEXICO CITY — From the hundreds of millions of tortillas consumed every year to the countless tons of corn-enriched feed that fattens livestock and poultry, corn is perhaps Mexico’s most important agricultural commodity, one at the center of its life and culture.","Mexico Ready to Play the Corn Card in Trade Talks"
"2017-02-04T17:14:54+0000","WASHINGTON — Judge Neil M. Gorsuch’s first taste of rough-and-tumble Washington politics was bitter and lingering.","In Fall of Gorsuch’s Mother, a Painful Lesson in Politicking"
"2017-02-09T01:59:18+0000","The New York Police Department on Wednesday announced plans to send 75 new investigators to the Bronx to address a steep and longstanding shortage of detectives in the department’s most violent and underserved borough.","Police to Strengthen Force in New York’s Most Violent Borough"
"2017-01-26T23:20:40+0000","LaGRANGE, Ga. — Some people here had never heard about the lynching of Austin Callaway — about how, almost 77 years ago, he was dragged out of a jail cell by a band of masked white men, then shot and left for dead.","Nearly 8 Decades Later, an Apology for a Lynching in Georgia"
"2017-02-01T16:02:29+0000","WASHINGTON — President Trump, seeming to relish a fight with Democrats over his nominee to the Supreme Court, encouraged the Senate majority leader, Mitch McConnell, on Wednesday to invoke the so-called nuclear option and abandon the 60-vote threshold for confirmation.","Trump Says ‘Go Nuclear’ as Democrats Gird for Gorsuch Fight"
"2017-01-28T02:12:37+0000","WASHINGTON — Congressional Republicans, meeting behind closed doors this week in Philadelphia, expressed grave concerns about dismantling the Affordable Care Act on the urgent timetable demanded by President Trump, fretting that, among other things, they could wreck insurance markets and be saddled with a politically disastrous “Trumpcare.”","In Private, Republican Lawmakers Agonize Over Health Law Repeal"
"2017-03-08T18:36:24+0000","WASHINGTON — Influential groups representing hospitals and nurses came out on Wednesday against a Republican bill to repeal and replace the Affordable Care Act, joining doctors and the retirees’ lobby to warn that it would lead to a rise in the uninsured.","Health Groups Denounce G.O.P. Bill as Its Backers Scramble"
