"pub_date","lead_paragraph","main"
"2018-01-29T22:18:06+0000","WASHINGTON — The Taliban are in retreat, the Afghan military is on the brink of assuming control of the country, and the government in Kabul is one step away from being able to provide security across the land. So three successive presidential administrations have said over 16 years about the war in Afghanistan.","Attacks Reveal What U.S. Won’t: Victory Remains Elusive in Afghanistan"
"2018-01-01T17:51:39+0000","TEHRAN — Ignoring pleas for calm from President Hassan Rouhani, Iranian protesters took to the streets in several cities for the fifth day on Monday as pent-up economic and political frustrations boiled over in the broadest display of discontent in years.","Deadly Iran Protests Prompt Warning of Harsher Response"
"2018-01-05T00:28:29+0000","WASHINGTON — The Presidential Advisory Commission on Election Integrity, which was disbanded this week by the White House, grew out of a presidential tweet.","Trump Closes Voter Fraud Panel That Bickered More Than It Revealed"
"2018-01-11T01:17:07+0000","With jitters and with prayers, with countdown clocks in their heads and their immigration lawyers on speed-dial, hundreds of thousands of young immigrants have spent all fall and winter watching President Trump and congressional leaders negotiate their fate, every fleck of news a tantalizing omen.","What ‘Dreamers’ Say About the Great Immigration Debate"
"2018-03-16T18:50:56+0000","CALGARY, Alberta — As leader of one of Canada’s largest refugee agencies, Fariborz Birjandian, a refugee himself, has years of experience welcoming the world’s most vulnerable — Kosovar Albanians fleeing ethnic cleansing, Burmese Karens evicted from Thai refugee camps and Syrians escaping the civil war.","Canada Struggles as It Opens Its Arms to Victims of ISIS"
"2018-01-07T21:27:31+0000","TANCÍTARO, Mexico — The road to this agricultural town winds through the slums and cartel-controlled territory of Michoacán, ground zero for Mexico’s drug war, before arriving at a sight so strange it can seem like a mirage.","Losing Faith in the State, Some Mexican Towns Quietly Break Away"
"2018-02-28T13:36:51+0000","PARKLAND, Fla. — Brooke Harrison, 14, was still in a deep sleep when her mother knocked on her door and hugged her awake at 6:45 Wednesday morning. “You need to get up,” she told her daughter. “You don’t want to be late for school today.”","Scared but Resilient, Stoneman Douglas Students Return to Class"
"2018-02-26T01:28:11+0000","Saudi Arabia has long been the dominant force in oil, leaving the world at the mercy of its ambitions and its interests. Now the kingdom must refresh its strategy to reflect a weaker hand — and in many ways, a different game.","Lower Oil Prices Force Saudis to Widen Their Circle of Friends"
"2018-03-28T01:20:52+0000","As a start-up called Cambridge Analytica sought to harvest the Facebook data of tens of millions of Americans in summer 2014, the company received help from at least one employee at Palantir Technologies, a top Silicon Valley contractor to American spy agencies and the Pentagon.","Spy Contractor’s Idea Helped Cambridge Analytica Harvest Facebook Data"
"2018-05-19T09:00:05+0000","Jim Burton was lifting a box in his garage last August when he felt a jolt in his back. ","As an Insurer Resists Paying for ‘Avoidable’ E.R. Visits, Patients and Doctors Push Back"
"2018-03-23T18:25:24+0000","PALM BEACH, Fla. — President Trump decamped to his oceanfront estate here on Friday after a head-spinning series of presidential decisions on national security, trade and the budget that left the capital reeling and his advisers nervous about what comes next.","After Another Week of Chaos, Trump Repairs to Palm Beach. No One Knows What Comes Next."
"2018-03-12T21:00:23+0000","The Metropolitan Opera fired the conductor James Levine on Monday evening, ending its association with a man who defined the company for more than four decades after an investigation found what the Met called credible evidence that Mr. Levine had engaged in “sexually abusive and harassing conduct.”","James Levine’s Final Act at the Met Ends in Disgrace"
"2018-02-09T15:31:16+0000","As President Trump’s family business prepares to open a hotel in the Mississippi Delta this fall, its local development partners have asked the State of Mississippi to subsidize the project with up to $6 million in tax breaks, according to documents obtained through an open records request.","Developers Seek $6 Million Tax Break for Trump-Managed Hotel"
"2018-04-20T09:20:40+0000","SEOUL, South Korea — North Korea’s leader, Kim Jong-un, announced early Saturday that his country no longer needed to test nuclear weapons or long-range missiles and would close a nuclear test site.","‘We No Longer Need’ Nuclear or Missile Tests, North Korean Leader Says"
"2018-01-18T21:55:14+0000","ALBANY — It read like a maddening instruction manual for a do-it-yourself piece of furniture, with page after page of bare-bones guidance — and plenty of room for confusion.","Saying You Want to Reform the Tax Code? Easy. Doing It? Less So."
"2018-02-21T10:00:22+0000","WASHINGTON — Mitt Romney did not vote for Donald J. Trump in 2016. Representative Martha McSally of Arizona may not have, either, but she will not say. And Senator Dean Heller of Nevada now insists that he did cast his ballot for Mr. Trump, but for many months, he would not reveal his vote.","Trump’s Republican Critics Find a Sudden Need for His Support"
"2018-05-15T17:00:34+0000","WASHINGTON — Gina Haspel, President Trump’s nominee to lead the C.I.A., appeared on Tuesday to have secured the votes to be confirmed after she declared that the agency should not have undertaken its interrogation program in which Qaeda detainees were tortured after the Sept. 11 attacks. She had refused to condemn the program at her confirmation hearing last week.","Gina Haspel Likely to Be Confirmed as C.I.A. Chief After Repudiating Torture"
"2018-03-20T00:20:12+0000","WASHINGTON — The leader of an ill-fated team of American soldiers in Niger last fall warned before the mission that his troops did not have the equipment or intelligence necessary to carry out a kill-or-capture raid against a local militant, according to preliminary findings of a continuing Defense Department investigation.","Soldier in Bloody Niger Mission Had Warned of Gaps, Defense Officials Say"
"2018-03-02T22:17:38+0000","FULTON, Ill. — Chris Tennyson, the principal of Fulton High School, was winding his way through the school hallway just before lunch on Tuesday when a female student stopped him, worry etched on her face.","Anatomy of a School Lockdown: A Threat, Then the Anxious Wait"
"2018-03-28T18:59:32+0000","WASHINGTON — The Trump administration is attempting to scale back federal efforts to enforce fair housing laws, freezing enforcement actions against local governments and businesses, including Facebook, while sidelining officials who have aggressively pursued civil rights cases.","Under Ben Carson, HUD Scales Back Fair Housing Enforcement"
"2018-05-12T14:57:21+0000","WASHINGTON — Five days before President Trump pulled out of what he called the “horrible” Iran nuclear deal, Secretary of State Mike Pompeo told diplomats from Britain, France and Germany that he believed the pact could still be saved.","Clashing Views on Iran Reflect a New Balance of Power in the Cabinet"
"2018-02-05T00:29:03+0000","WASHINGTON — As Republicans on the House Intelligence Committee backed away on Sunday from President Trump’s claim that a newly released memo vindicates him in the Russia investigation, Democrats pressed for the release of their own classified rebuttal, with a vote expected on Monday on whether to make it public.","With a Monday Vote Expected, Democrats Press to Release Their Own Memo"
"2018-02-14T20:02:48+0000","WASHINGTON — One week after Rob Porter, his staff secretary, resigned amid spousal abuse allegations, President Trump said on Wednesday that he was “totally opposed to domestic violence,” his first condemnation of the alleged conduct behind a scandal that has engulfed the White House.","Trump, a Week After Porter Resigned, Says He’s ‘Totally Opposed’ to Domestic Violence"
"2018-02-19T20:09:41+0000","MERRIMACK, N.H. — Gwen Hurd got the letter just before her shift at the outlet mall. Her health insurance company informed her that coverage for her family of three, purchased through the Affordable Care Act marketplace, would cost almost 60 percent more this year — $1,200 a month.","As Some Got Free Health Care, Gwen Got Squeezed: An Obamacare Dilemma"
"2018-03-08T10:00:11+0000","The M15 bus rolled through Manhattan, traveling south along Allen Street. As it approached a red light at Hester Street, the signal turned green. Then the same thing happened a block down and again at the next intersection, allowing the bus to slice through the congested warren of Lower Manhattan streets at a surprisingly swift clip.","As Subway Crisis Takes Up ‘So Much Oxygen,’ the Buses Drag Along"
"2018-02-03T00:34:08+0000","As Black Lives Matter was growing into a social movement, the killing of Eric Garner by the police on Staten Island and the harsh treatment of teenage inmates at the Rikers Island jail complex pushed New York activists into a national spotlight.","A Report of Sexual Misconduct, a $25,000 Payment and an Activist’s Abrupt Exit"
"2018-04-11T00:08:16+0000","WASHINGTON — President Trump and his advisers on Tuesday weighed a more robust retaliatory strike against Syria than last year’s missile attack, reasoning that only an escalation of force would look credible and possibly serve as a deterrent against further use of chemical weapons on Syrian civilians.","Trump Weighs More Robust Military Strike Against Syria"
"2018-01-08T22:47:18+0000","Early Sunday morning, with temperatures in the single digits in the city, the subway became the shelter of last resort for some of New York’s homeless. On just one E train at about 2:30 a.m., 45 homeless people had sought refuge from the longest spell of freezing days in New York since 1961.","In Deepest Cold, a Subway Car Becomes the Shelter of Last Resort"
"2018-01-05T10:00:35+0000","The bustling United States economy is beginning to benefit some American workers who have not gotten a taste of the recovery and have been most in need of relief.","U.S. Job Market’s Strength Is Allowing More to Share in Pay Gains"
"2018-03-09T16:05:46+0000","FRANKFURT — South Korea made an impassioned appeal to the American secretary of defense and national security adviser, reminding them of its role trying to defang North Korea. Europe pointed out that it was, in fact, a longstanding military ally of the United States.","U.S. Allies Jostle to Win Exemptions From Trump Tariffs"
"2018-03-15T17:56:45+0000","Chirlane McCray suddenly seems to be everywhere. She is in Puerto Rico, checking on mental health efforts in the wake of Hurricane Maria. She is sitting beside her husband, Mayor Bill de Blasio, at a City Hall news conference to announce the appointment of a new schools chancellor.","Chirlane McCray, New York’s First Lady, Steps Out of the Mayor’s Shadow"
"2018-01-20T20:04:41+0000","WASHINGTON — A North Carolina National Guard infantry battalion called off a training exercise that had been planned for a year. Flu samples from around the country will no longer be collected and tested. A skeleton staff of workers at the Internal Revenue Service girded themselves to answer a deluge of questions about the new tax law.","Open, Closed or Something in Between: What a Shutdown Looks Like"
"2018-01-14T23:10:39+0000","WASHINGTON — Across the military, officers and troops are quietly preparing for a war they hope will not come.","Military Quietly Prepares for a Last Resort: War With North Korea"
"2018-05-30T09:00:10+0000","SANTA FE, Tex. — The exact reasons a teenage gunman shot his fellow students and teachers here at Santa Fe High School remain a mystery. His model for carrying it out is more clear.","For ‘Columbiners,’ School Shootings Have a Deadly Allure"
"2018-01-01T00:13:23+0000","Maria stood outside the Metropolitan Detention Center in Sunset Park, Brooklyn, on a recent evening, looking up. The jail loomed above, a concrete bulwark more than a dozen stories high and lined in narrow windows. Behind one of them was her husband.","The Wall of Love Outside a Jail"
"2018-05-08T17:40:03+0000","WASHINGTON — For President Trump and two of the allies he values most — Israel and Saudi Arabia — the problem of the Iranian nuclear accord was not, primarily, about nuclear weapons. It was that the deal legitimized and normalized Iran’s clerical government, reopening it to the world economy with oil revenue that financed its adventures in Syria and Iraq, its missile program and its support of terrorist groups.","Behind Trump’s Termination of Iran Deal Is a Risky Bet"
"2018-04-08T01:43:50+0000","The Denver Post is in open revolt against its owner.","Denver Post Rebels Against Its Hedge-Fund Ownership"
"2018-04-25T18:33:24+0000","WASHINGTON — Dr. Ronny L. Jackson, the White House physician nominated to lead the Veterans Affairs Department, provided such “a large supply” of Percocet, a prescription opioid, to a White House Military Office staff member that he threw his own medical staff “into a panic” when it could not account for the missing drugs, according to a summary of questionable deeds compiled by the Democratic staff of the Senate Veterans’ Affairs Committee.","New Allegations Emerge Against Ronny Jackson as White House Digs In"
"2018-01-21T07:59:48+0000","PEMBROKE, N.H. — The first time Patrick Griffin overdosed one afternoon in May, he was still breathing when his father and sister found him on the floor around 1:30. When he came to, he was in a foul mood and began arguing with his father, who was fed up with his son’s heroin and fentanyl habit.","1 Son, 4 Overdoses, 6 Hours"
"2018-03-12T22:50:44+0000","WASHINGTON — President Trump on Monday blocked Broadcom’s $117 billion bid for the chip maker Qualcomm, citing national security concerns and sending a clear signal that he was willing to take extraordinary measures to promote his administration’s increasingly protectionist stance.","Trump Blocks Broadcom’s Bid for Qualcomm"
"2018-02-18T01:47:55+0000","GURGAON, India — When the Trump family jet lands in India this week, the family member taking a tour of the world’s largest democracy — with a Secret Service detail in tow — won’t be the president on a diplomatic mission. It will be his eldest son, Donald Trump Jr., on a sales trip.","President or Luxury Towers: Either Way, Trump Is the Rage in India"
"2018-03-12T21:59:30+0000","WASHINGTON — Even as the special counsel expands his inquiry and pursues criminal charges against at least four Trump associates, House Intelligence Committee Republicans said on Monday that their investigation had found no evidence of collusion between Donald J. Trump’s presidential campaign and Russia to sway the 2016 election.","Despite Mueller’s Push, House Republicans Declare No Evidence of Collusion"
"2018-01-22T02:00:17+0000","LOS ANGELES — After black actors and films that focused on black characters were overlooked for Oscar nominations in 2015 and 2016, the #OscarsSoWhite social media outcry was so fierce that Hollywood was forced to listen. The Academy of Motion Picture Arts and Sciences began a determined diversification effort, and last year there were six black acting nominees, a record.","After #OscarsSoWhite, Hispanics Seek Their Hollywood Moment"
"2018-03-26T21:38:20+0000","WASHINGTON — It has been practically a given that anyone nominated for a federal judgeship by a Republican president had to pass an unspoken litmus test — usually on abortion but often on any number of divisive social issues.","Trump’s New Judicial Litmus Test: Shrinking ‘the Administrative State’"
"2018-02-21T17:50:51+0000","WASHINGTON — An anguished father mourning his 18-year-old daughter vented his anger and pleaded for safer schools.","Parents and Students Plead With Trump: ‘How Many Children Have to Get Shot?’"
"2018-05-24T21:26:53+0000","WASHINGTON — President Trump attempted a revolutionary approach to North Korea — a gamble that negotiating prowess and deal-making charm in a face-to-face meeting with Kim Jong-un could accomplish what no American president or diplomat had dared to attempt in the 65 years since an uneasy armistice settled over the Korean Peninsula.","Trump’s Negotiating Playbook Faced Test in North Korea"
"2018-01-02T23:15:24+0000","At Wright State University in Ohio, the French horn and tuba professors are out. So is the accomplished swimming team.","As Flow of Foreign Students Wanes, U.S. Universities Feel the Sting"
"2018-02-16T18:58:19+0000","ST. PETERSBURG, Russia — Long before he was indicted by the United States in a case involving the troll factory that spearheaded Russian efforts to meddle in the 2016 United States elections, Yevgeny V. Prigozhin emerged from prison just as the Soviet Union was collapsing and opened a hot-dog stand.","Yevgeny Prigozhin, Russian Oligarch Indicted by U.S., Is Known as ‘Putin’s Cook’"
"2018-01-22T19:47:20+0000","Unsung for seven decades, the real Rosie the Riveter was a California waitress named Naomi Parker Fraley.","Naomi Parker Fraley, the Real Rosie the Riveter, Dies at 96"
"2018-05-23T01:32:11+0000","Georgia Democrats selected the first black woman to be a major party nominee for governor in the United States on Tuesday, choosing Stacey Abrams, a liberal former State House leader, who will test just how much the state’s traditionally conservative politics are shifting.","Stacey Abrams Wins Georgia Democratic Primary for Governor, Making History"
"2018-02-01T15:43:26+0000","WASHINGTON — The White House signaled on Thursday that President Trump would allow a secret memo written by Republican congressional aides to be made public, despite fears from some in the West Wing that it could prompt the resignation of the F.B.I. director, Christopher A. Wray, and lead to another crisis for the administration.","Trump Clears Way for Secret Memo’s Release"
"2018-01-11T13:01:53+0000","WASHINGTON — The Trump administration said on Thursday that it would allow states to impose work requirements in Medicaid, a major policy shift that moves toward fulfilling a conservative vision for one of the nation’s largest social insurance programs for low-income people.","Trump Administration Says States May Impose Work Requirements for Medicaid"
"2018-04-01T09:00:04+0000","It was sweet redemption for Charles Kushner last year when his son Jared was named senior White House adviser. A dozen years earlier, a sordid scandal stemming partly from a family falling-out had reduced the senior Mr. Kushner from real estate baron to felon making wallets at a prison camp in Alabama.","The Kushners Saw Redemption in the White House. It Was a Mirage."
"2018-05-16T17:18:18+0000","President Trump’s financial disclosure, released on Wednesday, included for the first time repayment of more than $100,000 to his personal lawyer, Michael D. Cohen, in 2017, raising questions about whether Mr. Trump’s sworn filing from a year ago improperly omitted the debt.","Trump Discloses Cohen Payment, Raising Questions About Previous Omission"
"2018-05-22T00:12:13+0000","WASHINGTON — By the time American negotiators wrapped up high-level talks with a visiting Chinese delegation last week, President Trump’s ambitions for a multibillion-dollar trade agreement had, for the time being, shriveled into a blandly worded communiqué without any dollar figures. It was not clear that the talks set a path to success.","Chances of China Trade Win Undercut by Trump Team Infighting"
"2018-05-07T14:13:26+0000","WASHINGTON — It was supposed to be a town hall meeting where Iowa ranchers could ask questions directly of Scott Pruitt, the head of the Environmental Protection Agency. But when the agency learned that anyone would be free to ask anything, they decided to script the questions themselves.","E.P.A. Emails Show an Effort to Shield Pruitt From Public Scrutiny"
"2018-03-09T14:32:57+0000","There are 39 pages in the Labor Department’s February report on the employment situation in the United States, but they can be summed up in four words: The economy is humming. ","The Economy Is Looking Awfully Strong"
"2018-03-01T18:25:56+0000","MIAMI — It was supposed to be a triumphant moment for Mayor Bill de Blasio and the New York City school system. The mayor had lured away one of the nation’s most successful educators to become the city’s new schools chancellor.","Alberto Carvalho Backs Out of New York City Schools Job"
"2018-05-27T20:51:38+0000","Cyrus R. Vance Jr. ran for Manhattan district attorney nine years ago on a promise to aggressively prosecute sex crimes — and now, with Friday’s arrest of Harvey Weinstein, he faces a defining moment in a career shadowed by his earlier decision not to prosecute him.","Harvey Weinstein’s Arrest May Define Manhattan D.A.’s Legacy"
"2018-04-24T13:41:49+0000","WASHINGTON — President Trump acknowledged Tuesday that Dr. Ronny L. Jackson, his nominee to lead the Veterans Affairs Department, is in serious trouble amid accusations that as the White House doctor he oversaw a hostile work environment, improperly dispensed prescription drugs and possibly drank on the job.","After Trump Hints V.A. Nominee Might Drop Out, an Aggressive Show of Support"
"2018-04-29T11:43:37+0000","OAK RIDGE, Tenn. — Jerika Whitefield’s memories of the infection that almost killed her are muddled, except for a few. Her young children peering at her in the hospital bed. Her stepfather wrapping her limp arms around the baby. Her whispered appeal to a skeptical nurse: “Please don’t let me die. I promise, I won’t ever do it again.”","Injecting Drugs Can Ruin a Heart. How Many Second Chances Should a User Get?"
"2018-04-21T19:39:25+0000","WASHINGTON — He has a reputation as a principled lawyer. He has worked for both Republican and Democratic attorneys general. He has a jugular instinct in courtroom battles but a distaste for political ones.","As Rod Rosenstein Battles to Protect Mueller, His Tactics Could Cost the Justice Dept."
"2018-03-11T07:00:06+0000","WASHINGTON — The legislative blitz that rocketed the $1.5 trillion tax cut through Congress in less than two months created a host of errors and ambiguities in the law that businesses big and small are just now discovering and scrambling to address.","G.O.P. Rushed to Pass Tax Overhaul. Now It May Need to Be Altered."
"2018-05-10T15:59:32+0000","WASHINGTON — A Defense Department investigation of a Special Forces mission in Niger last fall found widespread problems across all levels of the military counterterrorism operation, but focused in particular on the actions of junior officers leading up to an ambush that killed four American soldiers.","Military Inquiry Finds Soldiers Were Unprepared in Deadly Niger Ambush"
"2018-03-14T03:24:37+0000","Update, March 14, 2018: The Democrat Conor Lamb has an insurmountable lead in a Pennsylvania House race in Trump country. We’re calling it in his favor.","No Result Yet in Pennsylvania House Race, but Democrat Declares Victory"
"2018-05-07T06:30:06+0000","Scientists searching for a toxic strain of E. coli that has raced across 25 states, sickening 121 people and killing one, have been able to identify the general source as the Yuma, Ariz., growing region. But as the outbreak enters its second month, they still cannot find the contamination itself — it could be lurking in the area’s fields, water sources, harvesting equipment, processing plants or distribution centers.","Romaine Riddle: Why the E. Coli Outbreak Eludes Food Investigators"
"2018-01-17T19:55:53+0000","SAN FRANCISCO — Apple, which had long deferred paying taxes on its foreign earnings and had become synonymous with hoarding money overseas, unveiled plans on Wednesday that would bring back the vast majority of the $252 billion in cash that it held abroad and said it would make a sizable investment in the United States.","Apple, Capitalizing on New Tax Law, Plans to Bring Billions in Cash Back to U.S."
"2018-01-24T01:30:14+0000","WASHINGTON — Senate negotiators found themselves back at Square 1 on immigration on Tuesday, as the Senate Democratic leader withdrew the biggest gesture he had made to strike a deal: an offer to fully fund President Trump’s proposed wall at the Mexican border.","Border Wall ‘Off the Table,’ Schumer Says, as Immigration Progress Unravels"
"2018-02-17T18:16:52+0000","SAN FRANCISCO — In 2014, Russians working for a shadowy firm called the Internet Research Agency started gathering American followers in online groups focused on issues like religion and immigration. Around mid-2015, the Russians began buying digital ads to spread their messages. A year later, they tapped their followers to help organize political rallies across the United States.","To Stir Discord in 2016, Russians Turned Most Often to Facebook"
"2018-02-13T01:20:15+0000","President Trump’s $200 billion plan to rebuild America upends the criteria that have long been used to pick ambitious federal projects, putting little emphasis on how much an infrastructure proposal benefits the public and more on finding private investors and other outside sources of money.","Trump’s Infrastructure Plan Puts Burden on State and Private Money"
"2018-05-11T18:57:30+0000","WASHINGTON — President Trump vowed on Friday to “bring soaring drug prices back down to earth” by promoting competition among pharmaceutical companies, and he suggested that the government could require drugmakers to disclose prices in their ubiquitous television advertising.","Trump Promises Lower Drug Prices, but Drops Populist Solutions"
"2018-04-01T14:00:06+0000","In 2010, when the Justice Department allowed the two most dominant companies in the live music business — Live Nation and Ticketmaster — to merge, many greeted the news with dread.","Live Nation Rules Music Ticketing, Some Say With Threats"
"2018-02-09T17:40:50+0000","The last seven weeks amount to a sea change in United States economic policy. The era of fiscal austerity is over, and the era of big deficits is back. The trillion dollar question is how it will affect the economy.","The Era of Fiscal Austerity Is Over. Here’s What Big Deficits Mean for the Economy."
"2018-03-14T17:40:12+0000","Conor Lamb, a Democrat and former Marine, scored a razor-thin but extraordinary upset in a special House election in southwestern Pennsylvania after a few thousand absentee ballots cemented a Democratic victory in the heart of President Trump’s Rust Belt base.","Conor Lamb Wins Pennsylvania House Seat, Giving Democrats a Map for Trump Country"
"2018-03-17T17:46:14+0000","WASHINGTON — When President Trump told donors at a fund-raiser this past week that he had invented a fact during a conversation with Canada’s prime minister, the surprise was not that America’s leader makes things up, but that he openly admitted it.","Trump and the Truth: A President Tests His Own Credibility"
"2018-05-30T09:00:13+0000","WASHINGTON — Fei-Fei Li is among the brightest stars in the burgeoning field of artificial intelligence, somehow managing to hold down two demanding jobs simultaneously: head of Stanford University’s A.I. lab and chief scientist for A.I. at Google Cloud, one of the search giant’s most promising enterprises.","How a Pentagon Contract Became an Identity Crisis for Google"
"2018-04-29T22:59:32+0000","GAZA CITY — No one would ever pick out Saber al-Gerim from the crowds of Palestinians demonstrating against Israel along the heavily guarded fence that has helped turn the Gaza Strip into an open-air prison.","For Gaza Protester, Living or Dying Is the ‘Same Thing’"
"2018-03-13T03:00:07+0000","LONDON — The Russian opposition figure Vladimir L. Ashurkov breathed a sigh of relief when he fled Moscow for London in 2014. After months of being followed by the Kremlin’s intelligence agents to meetings, culminating in a televised raid of his apartment, he finally let his guard down, disappearing into the elegant, polyglot streets of Kensington.","As Putin’s Opponents Flocked to London, His Spies Followed"
"2018-01-07T15:59:14+0000","WASHINGTON — President Trump’s supporters moved aggressively on Sunday to counter revelations in a new book that some of his closest aides believe he is unstable and ill equipped for office, an assault that prompted the source of some of the most damning accusations, Stephen K. Bannon, to issue a striking mea culpa.","Bannon Tries Backing Away From Explosive Comments"
"2018-03-16T09:00:17+0000","This series of images emerged from a simple prompt: “Draw an effective leader.”","Picture a Leader. Is She a Woman?"
"2018-02-12T20:26:34+0000","GANGNEUNG, South Korea — A collective murmur rolled through the stands of Kwandong Hockey Centre here late Monday night. Camera phones were held high.","A Night Out With North Korea’s Cheerleaders: Matching Snowsuits, Military Discipline and Chaperoned Bathroom Trips"
"2018-05-08T15:35:48+0000","WASHINGTON — President Trump declared on Tuesday that he was withdrawing from the Iran nuclear deal, unraveling the signature foreign policy achievement of his predecessor Barack Obama, isolating the United States from its Western allies and sowing uncertainty before a risky nuclear negotiation with North Korea.","Trump Abandons Iran Nuclear Deal He Long Scorned"
"2018-01-16T23:03:09+0000","WASHINGTON — A newly drafted United States nuclear strategy that has been sent to President Trump for approval would permit the use of nuclear weapons to respond to a wide range of devastating but non-nuclear attacks on American infrastructure, including what current and former government officials described as the most crippling kind of cyberattacks.","Pentagon Suggests Countering Devastating Cyberattacks With Nuclear Arms"
"2018-05-17T18:34:38+0000","CARACAS, Venezuela — If there is one thing that particularly irks Henri Falcón, it’s the suggestion that you can’t beat a dictatorship.","Critics Say He Can’t Beat a Dictator. This Venezuelan Thinks He Can."
"2018-01-19T15:27:20+0000","Besieged by the nation’s highest big-city murder rate, Baltimore named a new police commissioner for the third time in five years on Friday, with the mayor saying she was “impatient” for change. The surprise move came as the city struggles to control the violence that took the lives of almost 900 residents during the two-and-a-half-year tenure of the last chief, Kevin Davis, who was fired on Friday.","Baltimore Fires Another Police Commissioner, After Record High Murder Rate"
"2018-05-16T21:03:55+0000","WASHINGTON — In a veiled rebuke of President Trump, former Secretary of State Rex W. Tillerson warned on Wednesday that American democracy was threatened by a growing “crisis of ethics and integrity.”","In Rebuke of Trump, Tillerson Says Lies Are a Threat to Democracy"
"2018-04-12T21:32:05+0000","WASHINGTON — A former Secret Service agent, with a background investigating the Gambino crime family, is serving as the chief of security for Scott Pruitt, the administrator of the Environmental Protection Agency, and has helped build an unusual and costly protective apparatus around him.","At E.P.A., Pruitt’s ‘Sheriff’ Clashed With Critics of Spending"
"2018-02-19T01:00:16+0000","They were politically active Americans scattered around the country, dedicating their spare time to the 2016 presidential campaign or various causes. And the seeming fellow activists who called them to rallies via Facebook, or joined in the free-for-all on Twitter, appeared unremarkable.","How Unwitting Americans Encountered Russian Operatives Online"
"2018-01-28T17:58:44+0000","HOUSTON — A substantial rise in oil prices in recent months has led to a resurgence in American oil production, enabling the country to challenge the dominance of Saudi Arabia and dampen price pressures at the pump.","Oil Boom Gives the U.S. a New Edge in Energy and Diplomacy"
"2018-03-23T21:15:24+0000","A cold war is being waged across the world’s most advanced industries. And it just got a lot chillier.","For the U.S. and China, a Technology Cold War That’s Freezing Over"
"2018-04-25T09:00:13+0000","WASHINGTON — A 15-month legal battle over President Trump’s efforts to impose a ban on travel to the United States from several predominantly Muslim countries reached a final stage on Wednesday at the Supreme Court, with its five-member conservative majority signaling it was ready to approve a revised version of the president’s plan.","Key Justices Seem Skeptical of Challenge to Trump’s Travel Ban"
