"pub_date","lead_paragraph","main"
"2019-05-25T16:01:03+0000","For nearly three weeks, Baltimore has struggled with a cyberattack by digital extortionists that has frozen thousands of computers, shut down email and disrupted real estate sales, water bills, health alerts and many other services.","In Baltimore and Beyond, a Stolen N.S.A. Tool Wreaks Havoc"
"2019-01-18T15:18:49+0000","WASHINGTON — House Democrats have added more than $1 billion in border-related spending to a package of funding bills that would reopen most of the government, even as President Trump said he would have a “major announcement” on Saturday about the border and the shutdown stalemate.","Trump to Make ‘Major Announcement’ on Border as Democrats Sweeten Offer"
"2019-01-26T19:30:25+0000","WASHINGTON — His hand chopping in the air, his voice stern and stalwart, he declared that it was time for the regional despot to go and warned of the consequences if he did not. With a commander in chief’s resolve, he vowed that the United States would do whatever it took to protect its own diplomats on the ground.","On Venezuela, Rubio Assumes U.S. Role of Ouster in Chief"
"2019-04-05T16:03:18+0000","As commander of the coalition forces in Iraq, Maj. Gen. Walter Piatt juggled ruthless pursuit of enemies and delicate diplomacy with tribal leaders, using a trove of modern weaponry and streams of tech-generated data.","The Latest in Military Strategy: Mindfulness"
"2019-01-17T00:15:01+0000","Verla Bloomfield has the kind of workplace that seems plucked from a different era. She has a pension, a union, several weeks of vacation and a paycheck that has nearly doubled in 14 years. Her employer? The United States government.","Government Shutdown Shakes Stability of Jobs That Are Often the Best Around"
"2019-04-18T18:58:17+0000","WASHINGTON — Robert S. Mueller III revealed the scope of a historic Russian campaign to sabotage the 2016 presidential election in a much-anticipated report made public on Thursday, and he detailed a frantic monthslong effort by President Trump to thwart a federal investigation that imperiled his presidency from the start.","Mueller Reveals Trump’s Efforts to Thwart Russian Inquiry in Highly Anticipated Report"
"2019-03-21T21:12:28+0000","CHRISTCHURCH, New Zealand — A lone white supremacist is the suspect in the Christchurch mosque killings. But under New Zealand law, many others could face charges for spreading or perhaps even possessing all or part of the 17-minute Facebook Live video streamed by the killer as he methodically shot the victims.","Spreading the Mosque Shooting Video Is a Crime in New Zealand"
"2019-02-23T12:21:15+0000","CÚCUTA, Colombia — An ambitious plan by Venezuela’s opposition to peacefully import foreign aid in truck convoys degenerated into deadly skirmishes Saturday along the impoverished country’s borders, with a smattering of supplies getting through but most of it blocked by armed loyalists of President Nicolás Maduro.","Some Aid From Brazil Pierces Venezuela’s Blockade, but Deadly Violence Erupts"
"2019-03-13T16:48:28+0000","For prices up to $1.5 million, parents can buy a five-year, full-service package of college admissions consulting from a company in New York City called Ivy Coach.","Inside the Pricey, Totally Legal World of College Consultants"
"2019-03-22T21:03:19+0000","WASHINGTON — The special counsel, Robert S. Mueller III, on Friday delivered a report on his inquiry into Russian interference in the 2016 election to Attorney General William P. Barr, bringing to a close an investigation that has consumed the nation and cast a shadow over President Trump for nearly two years.","Mueller Delivers Report on Trump-Russia Investigation to Attorney General"
"2019-04-06T14:01:25+0000","RIO DE JANEIRO — Even in death the haggling went on.","Fiery Deaths of 10 Boys Exposes Brutality of Brazil’s Soccer Mills"
"2019-01-12T00:00:05+0000","This article was reported and written in collaboration with ProPublica, the nonprofit journalism organization.","Memorial Sloan Kettering Curbs Executives’ Ties to Industry After Conflict-of-Interest Scandals"
"2019-03-01T10:00:18+0000","LOUMBILA, Burkina Faso — President Trump has ordered most American troops to withdraw from Syria. He wants to bring home thousands more from Afghanistan. Now hundreds of United States commandos and other forces are leaving West Africa — despite an onslaught of attacks from an increasingly deadly matrix of Islamist fighters.","Where Terrorism Is Rising in Africa and the U.S. Is Leaving"
"2019-03-04T21:21:39+0000","VANCOUVER, British Columbia — On a recent afternoon, a Chinese politics student at the University of British Columbia waited outside a seven-bedroom mansion, worth roughly 16 million Canadian dollars, in Vancouver’s exclusive Shaughnessy neighborhood, hoping for a glimpse of Huawei’s chief financial officer, Meng Wanzhou, Canada’s most famous detainee.","Meng Wanzhou’s Cushy Bail Is Raising Hackles in Canada"
"2019-01-28T21:09:25+0000","WASHINGTON — The Trump administration imposed sanctions against Venezuela’s state-owned oil company on Monday, seeking to cripple the government of embattled President Nicolás Maduro by cutting off its main source of cash.","U.S. Targets Venezuela With Tough Oil Sanctions During Crisis of Power"
"2019-03-01T10:00:13+0000","A small group of Republican strategists opposed to President Trump, branding themselves Defending Democracy Together, quietly conducted polling and focus groups last fall to gauge whether the president was vulnerable to a primary challenge in 2020. Assembling a presentation for sympathetic political donors, they listed points of weakness for Mr. Trump such as “tweeting/temperament” and “criminality/corruption.”","Michael Cohen’s Testimony Opens New Phase of Political Turbulence for Trump"
"2019-04-19T21:04:50+0000","PARIS — The architect who oversaw the design of the fire safety system at Notre-Dame acknowledged that officials had misjudged how quickly a flame would ignite and spread through the cathedral, resulting in a much more devastating blaze than they had anticipated.","Notre-Dame’s Safety Planners Underestimated the Risk, With Devastating Results"
"2019-02-25T23:28:04+0000","LOS ANGELES — Something seismic was happening during the Academy Awards ceremony on Sunday night. The Hollywood establishment, excoriated for its longtime exclusion of women and minorities, recognized African-American production design and costume virtuosos for the first time. Asian-American filmmakers were honored. A movie about a gay rock star collected four trophies.","In ‘Green Book’ Victory, Oscar Critics See an Old Hollywood Tale"
"2019-04-23T20:24:55+0000","WASHINGTON — President Trump has been consulting the Constitution. In a Twitter post on Monday, he recited part of Article II, Section 4, the provision that allows Congress to remove federal officials who commit “treason, bribery, or other high crimes and misdemeanors.”","Is Obstruction an Impeachable Offense? History Says Yes"
"2019-01-22T14:46:52+0000","WASHINGTON — The Supreme Court on Tuesday granted the Trump administration’s request to allow it to bar most transgender people from serving in the military while cases challenging the policy make their way to the court.","Supreme Court Revives Transgender Ban for Military Service"
"2019-04-15T09:00:06+0000","WASHINGTON — President Trump is embracing a new tactic as he tries to rewrite the rules of global trade: Don’t believe a final deal is truly final.","In Search for Leverage, Trump May Be Undercutting His Own Trade Deals"
"2019-03-01T17:33:23+0000","WASHINGTON — In the summer, when heat waves scorch cities or heavy rains flood the coasts, some climate scientists and environmentalists will point out any plausible connections to global warming, hoping today’s weather will help people understand tomorrow’s danger from climate change.","How the Weather Gets Weaponized in Climate Change Messaging"
"2019-04-21T23:05:47+0000","[What you need to know to start the day: Get New York Today in your inbox.]","‘I Don’t Want to Die’: Asylum Seekers, Once in Limbo, Face Deportation Under Trump"
"2019-01-13T15:10:12+0000","WASHINGTON — So it has come to this: The president of the United States was asked over the weekend whether he is a Russian agent. And he refused to directly answer.","Trump Confronts the Prospect of a ‘Nonstop Political War’ for Survival"
"2019-02-16T18:20:08+0000","TIJUANA, Mexico — Pushed beyond their limits by prolonged waits in dangerous and squalid conditions in parts of Northern Mexico, thousands of caravan members who had been waiting to seek asylum in the United States appear to have given up, Mexican officials said, dealing President Trump an apparent win after a humbling week for his immigration agenda.","With Trump’s Tough Deterrents, Many Asylum Seekers on the Border are Giving Up"
"2019-01-05T16:17:42+0000","Joyce Cusack would love to see a woman as president in her lifetime. But she is not sure it should happen in 2020.","‘There’s a Real Tension.’ Democrats Puzzle Over Whether a Woman Will Beat Trump"
"2019-02-01T01:55:07+0000","WASHINGTON — A defiant President Trump declared on Thursday that he has all but given up on negotiating with Congress over his border wall and will build it on his own even as he dismissed any suggestions of wrongdoing in the investigations that have ensnared his associates.","Trump, in Interview, Calls Wall Talks ‘Waste of Time’ and Dismisses Investigations"
"2019-01-30T00:36:54+0000","CARACAS, Venezuela — Reeling from American oil sanctions, President Nicolás Maduro’s government on Tuesday fought to keep its grip on Venezuela, opening an investigation into what it called the “violent acts” of the nation’s opposition leader, freezing his assets and barring him from leaving the country.","Opposition Leader, and Oil, Become Focus of Venezuela-U.S. Struggle"
"2019-01-23T14:16:48+0000","CARACAS, Venezuela — President Nicolás Maduro of Venezuela faced the most direct challenge to his hold on power on Wednesday, when an opposition leader stood in the streets of the capital and declared himself the legitimate president, cheered on by thousands of supporters and a growing number of governments, including the Trump administration.","After U.S. Backs Juan Guaidó as Venezuela’s Leader, Maduro Cuts Ties"
"2019-04-07T09:00:07+0000","LANSING, Mich. — Bruising political fights are usual business in Becky Debowski’s eighth-grade social studies classroom. From a model Constitutional Convention to a bare-knuckle debate in Congress over slavery, she regularly has students assume roles of partisans throughout American history, like Abraham Lincoln and John C. Calhoun.","Is the U.S. a Democracy? A Social Studies Battle Turns on the Nation’s Values"
"2019-03-13T23:01:27+0000","Federal prosecutors are conducting a criminal investigation into data deals Facebook struck with some of the world’s largest technology companies, intensifying scrutiny of the social media giant’s business practices as it seeks to rebound from a year of scandal and setbacks.","Facebook’s Data Deals Are Under Criminal Investigation"
"2019-03-04T08:00:07+0000","MOBRIDGE, S.D. — Harold Labrensz spent much of his 89-year life farming and ranching the rolling Dakota plains along the Missouri River. His family figured he would die there, too.","Nursing Homes Are Closing Across Rural America, Scattering Residents"
"2019-04-05T00:53:28+0000","Boeing dismissed concerns about a powerful new anti-stall system on the 737 Max for months, insisting that pilots could deal with any problems by following a checklist of emergency procedures.","Ethiopian Crash Report Indicates Pilots Followed Boeing’s Emergency Procedures"
"2019-02-06T19:34:38+0000","All at once, New York City seemed to be conspiring against Beto O’Rourke.","Beto O’Rourke Was Once Adrift in New York City. Now He’s Searching Again."
"2019-01-10T01:16:47+0000","WASHINGTON — President Trump’s repeated threat to declare a national emergency so he can build his border wall without congressional approval has been denounced by Democrats as extreme and an overreach. But it could be the only politically realistic way out of the shutdown crisis in the nation’s capital.","Trump’s Emergency Powers Threat Could End Shutdown Crisis, but at What Cost?"
"2019-04-06T09:00:03+0000","Politicians have had strong opinions on what the Federal Reserve should and shouldn’t do throughout its 105-year history.","What’s at Risk if the Fed Becomes as Partisan as the Rest of Washington"
"2019-03-12T19:42:13+0000","WASHINGTON — Television crews have been positioned outside the offices of the special counsel, the federal courthouse and, at least before they were asked to leave, the McLean, Va., home of the new attorney general, William P. Barr.","Mueller Report Has Washington Spinning (and It’s Not Even Filed)"
"2019-02-27T02:22:45+0000","[Update: How a hazardous rail crossing became a deadly crash site.]","3 Killed as 2 L.I.R.R. Trains Crash Into Car in Westbury"
"2019-03-12T23:43:26+0000","[Update: The United States has now grounded Boeing’s 737 Max aircraft, reversing an earlier decision.]","U.S. Under Pressure to Cease Flights of Troubled Boeing Jet"
"2019-01-29T10:00:07+0000","COLUMBIA, S.C. — As Senator Kamala Harris attempts her own version of former President Barack Obama’s historic rise from first-term senator to the White House, one of her political tests will be trying to secure the overwhelming support from black voters that buoyed Mr. Obama in 2008. Ms. Harris wants that support, but it does not come automatically.","Can Kamala Harris Repeat Obama’s Success With Black Voters? It’s Complicated"
"2019-05-20T18:05:54+0000","WASHINGTON — The fight over President Trump’s systematic stonewalling of Congress escalated on two fronts on Monday, as a federal judge upheld a subpoena for his financial records even as the White House instructed its former top lawyer to defy a subpoena to testify before lawmakers.","Trump’s Secrecy Fight Escalates as Judge Rules for Congress in Early Test"
"2019-01-27T17:00:03+0000","Fears of an imminent recession, which caused major turbulence in financial markets at the end of 2018 and beginning of 2019, have eased a bit.","The World Economy Just Can’t Escape Its Low-Growth, Low-Inflation Rut"
"2019-03-24T19:07:48+0000","WASHINGTON — The investigation led by Robert S. Mueller III found no evidence that President Trump or any of his aides coordinated with the Russian government’s 2016 election interference, according to a summary of the special counsel’s key findings made public on Sunday by Attorney General William P. Barr.","Mueller Finds No Trump-Russia Conspiracy, but Stops Short of Exonerating President on Obstruction"
"2019-05-16T22:23:53+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Eric Garner Death Was ‘Not a Big Deal,’ Police Commander Said"
"2019-03-07T17:14:02+0000","The family of a young woman who died from Ebola last month in the Democratic Republic of Congo dressed her body, put makeup on her face and propped her up in a car, hoping to make her look alive so they could drive her through checkpoints set up to prevent spread of the disease. ","The Battle Against One of the Worst Ebola Epidemics Ever Is in Trouble"
"2019-03-29T16:03:50+0000","[What you need to know to start the day: Get New York Today in your inbox.]","An Outbreak Spreads Fear: Of Measles, of Ultra-Orthodox Jews, of Anti-Semitism"
"2019-04-08T23:49:36+0000","WASHINGTON — Prime Minister Benjamin Netanyahu’s vow for Israel to annex parts of the West Bank would flout four decades of American policy, under both Republican and Democratic presidents. But nothing emboldened Mr. Netanyahu to take such a risk more than the support of his ally President Trump.","In Trump, Netanyahu Sees an Ally Who Helps Him Push the Envelope"
"2019-04-10T16:08:06+0000","[Read the latest edition of Crossing the Border, a limited-run newsletter about life where the United States and Mexico meet. Sign up here to receive the next issue in your inbox.]","The U.S. Immigration System May Have Reached a Breaking Point"
"2019-04-11T09:40:50+0000","WASHINGTON — The WikiLeaks founder Julian Assange was arrested on Thursday in London to face a charge in the United States of conspiring to hack into a Pentagon computer network in 2010, bringing to an abrupt end a seven-year saga in which he had holed up in Ecuador’s embassy in Britain to avoid capture.","Julian Assange Arrested in London as U.S. Unseals Hacking Conspiracy Indictment"
"2019-02-15T19:38:21+0000","A senior executive from Amazon, one of the world’s biggest companies, found himself last weekend in a showdown with a suburban state senator.","Why the Amazon Deal Collapsed: A Tech Giant Stumbles in N.Y.’s Raucous Political Arena"
"2019-01-31T13:56:10+0000","NEW DELHI — When voters swept Prime Minister Narendra Modi into power five years ago, it was in no small part because of his vows to create millions of jobs and vault India into an era of prosperity.","India’s Leader Is Accused of Hiding Unemployment Data Before Vote"
"2019-02-08T23:14:13+0000","WASHINGTON — At Chief Justice John G. Roberts Jr.’s confirmation hearings 14 years ago, the first dozen questions were about whether he would respect the Supreme Court’s abortion precedents. He was still answering those questions Thursday night.","In Surprise Abortion Vote, John Roberts Avoids ‘Jolt to the Legal System’"
"2019-02-26T23:31:06+0000","WASHINGTON — The House voted on Tuesday to overturn President Trump’s declaration of a national emergency on the Mexican border, with just 13 Republicans joining Democrats to try to block his effort to divert funding to a border wall without congressional approval.","House Votes to Block Trump’s National Emergency Declaration About the Border"
"2019-03-05T21:09:29+0000","GENOA, Italy — Long before the Morandi Bridge collapsed in Genoa, Italy, last year, killing 43 people, an economics professor named Marco Ponti took aim at the private company that managed the structure, raising two fundamental concerns.","Genoa Bridge Collapse Throws Harsh Light on Benettons’ Highway Billions"
"2019-03-18T22:34:37+0000","As President Trump delivered his inaugural address in 2017, a slight woman with feathered gray hair sat listening, bundled in a hooded white parka in a fenced-off V.I.P. section. Her name was Rosemary T. Vrablic. She was a managing director at Deutsche Bank and one of the reasons Mr. Trump had just taken the oath of office.","A Mar-a-Lago Weekend and an Act of God: Trump’s History With Deutsche Bank"
"2019-03-15T15:27:33+0000","Before entering a mosque in Christchurch, New Zealand, the site of one of the deadliest mass murders in the country’s history, a gunman paused to endorse a YouTube star in a video that appeared to capture the shooting.","A Mass Murder of, and for, the Internet"
"2019-03-20T09:00:02+0000","WASHINGTON — The Federal Reserve said Wednesday that the United States economy was slowing more than it had previously thought and painted a far less rosy economic picture than the White House as it left interest rates unchanged and signaled little appetite for raising them again in the near future.","Fed, Dimming Its Economic Outlook, Predicts No Rate Increases This Year"
"2019-05-15T16:01:34+0000","The Metropolitan Museum of Art said on Wednesday that it would stop accepting gifts from members of the Sackler family linked to the maker of OxyContin, severing ties between one of the world’s most prestigious museums and one of its most prolific philanthropic dynasties.","The Met Will Turn Down Sackler Money Amid Fury Over the Opioid Crisis"
"2019-01-19T15:37:42+0000","For a moment in August, an event hall in Texas teemed with hope, taquitos and unity.","As Beto O’Rourke Weighs 2020 Run, Democrats Chafe at His Go-It-Alone Style"
"2019-05-08T06:02:02+0000","WASHINGTON — Iran’s president declared on Wednesday that he would begin to walk away from the restrictions of a 2015 nuclear deal, and the Trump administration responded with a new round of sanctions against Tehran, reviving a crisis that had been contained for the past four years.","U.S. Issues New Sanctions as Iran Warns It Will Step Back From Nuclear Deal"
"2019-04-28T09:00:06+0000","PITTSBURGH — The case for Joseph R. Biden Jr. has always come down to Pennsylvania.","In Pennsylvania, Joe Biden Finds Support Where He Most Needs It"
"2019-04-01T20:03:01+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Congestion Pricing: N.Y. Embraced It. Will Other Clogged Cities Follow?"
"2019-05-02T16:32:24+0000","WASHINGTON — President Trump said on Thursday that he would not nominate Stephen Moore for a seat on the Federal Reserve board, the second time in a month that concerns over a potential nominee’s treatment of women have torpedoed Mr. Trump’s attempt to place a loyalist at the Fed.","Trump Won’t Nominate Stephen Moore for Fed Board"
"2019-05-23T13:48:23+0000","NEW DELHI — He called himself India’s watchman, even as minorities said they felt unsafe under his gaze. He boasted of his humble origins while doing favors for billionaires. He spoke the language of business, yet could not deliver enough jobs to Indians aspiring to a better life.","Narendra Modi, India’s ‘Watchman,’ Captures Historic Election Victory"
"2019-03-06T14:28:17+0000","WASHINGTON — America’s trade deficit in goods with the rest of the world rose to its highest level in history last year as the United States imported a record number of products, including from China, widening the deficit to $891.3 billion and delivering a setback to President Trump’s goal of narrowing that gap.","In Blow to Trump, America’s Trade Deficit in Goods Hits Record $891 Billion"
"2019-04-03T15:47:56+0000","One prisoner had been dead for so long that when he was discovered lying face down, his face was flattened. Another was tied up and tortured for two days while no one noticed. Bloody inmates screamed for help from cells whose doors did not lock.","Alabama’s Gruesome Prisons: Report Finds Rape and Murder at All Hours"
"2019-02-07T23:10:51+0000","WASHINGTON — Crown Prince Mohammed bin Salman of Saudi Arabia told a top aide in a conversation in 2017 that he would use “a bullet” on Jamal Khashoggi, the journalist killed in October, if Mr. Khashoggi did not return to the kingdom and end his criticism of the Saudi government, according to current and former American and foreign officials with direct knowledge of intelligence reports.","Year Before Killing, Saudi Prince Told Aide He Would Use ‘a Bullet’ on Jamal Khashoggi"
"2019-02-27T19:02:53+0000","[What you need to know to start the day: Get New York Today in your inbox.]","L.I.R.R. Accident: How a Hazardous Rail Crossing Became a Deadly Crash Site"
"2019-05-23T19:59:37+0000","WASHINGTON — Julian Assange, the WikiLeaks leader, has been indicted on 17 counts of violating the Espionage Act for his role in obtaining and publishing secret military and diplomatic documents in 2010, the Justice Department announced on Thursday — a novel case that raises profound First Amendment issues.","Assange Indicted Under Espionage Act, Raising First Amendment Issues"
"2019-05-11T09:00:18+0000","GAZIANTEP, Turkey — Syrian security officers hung Muhannad Ghabbash from his wrists for hours, beat him bloody, shocked him with electricity and stuck a gun in his mouth.","Inside Syria’s Secret Torture Prisons: How Bashar al-Assad Crushed Dissent"
"2019-05-28T16:35:00+0000","WASHINGTON — President Trump was grousing about John R. Bolton, his national security adviser, at his Florida club not long ago. Guests heard the president complaining about the advice he was getting and wondering if Mr. Bolton was taking him down a path he did not want to go.","Trump Undercuts Bolton on North Korea and Iran"
"2019-05-06T14:12:51+0000","WASHINGTON — Tensions escalated between the United States and Iran on Monday as the Trump administration accused Iran and militias that it backs of threatening American troops, and Iran signaled it might soon violate part of the 2015 nuclear deal it reached under former President Barack Obama.","New Tensions With Iran Threaten Nuclear Deal and, White House Says, U.S. Troops"
"2019-03-01T23:17:43+0000","TORONTO — Prime Minister Justin Trudeau of Canada promised a fresh approach to politics, one that was based on openness, decency and liberalism.","Trudeau Promised a Fresh Approach to Politics. Now He’s Embroiled in Scandal."
"2019-02-13T16:04:42+0000","Opportunity, the longest-lived roving robot ever sent to another planet, explored the red plains of Mars for more than 14 years, snapping photos and revealing astonishing glimpses into its distant past. But on Wednesday, NASA announced that the rover is dead.","NASA’s Mars Rover Opportunity Concludes a 15-Year Mission"
"2019-01-24T10:00:07+0000","CLEVELAND — When things overheat, corrode and stop working, that is when they call in Gustavo Costa.","‘We Didn’t Get Ph.D.s Just to Sit Around’: Civil Servants’ Good Will Erodes"
"2019-02-21T16:30:49+0000","BEIJING — The authorities called it a free health check. Tahir Imin had his doubts.","China Uses DNA to Track Its People, With the Help of American Expertise"
"2019-02-21T00:33:51+0000","RALEIGH, N.C. — Kelly Hendrix was recruited into an illicit effort to sway a congressional race by a customer at the fast-food restaurant where she worked.","Inside a Fly-by-Night Operation to Harvest Ballots in North Carolina"
"2019-04-11T12:13:48+0000","President Omar Hassan al-Bashir loved to tell the story about his broken tooth.","The Fall of Omar Hassan al-Bashir, the ‘Spider’ at the Heart of Sudan’s Web"
"2019-05-19T07:00:12+0000","[Read Part 1 of The Times’s investigation: How Reckless Loans Devastated a Generation of Taxi Drivers]","As Thousands of Taxi Drivers Were Trapped in Loans, Top Officials Counted the Money"
"2019-04-17T19:25:16+0000","PARIS — The pledges came in quick succession.","As Rich Lavish Cash on Notre-Dame, Many Ask: What About the Needy?"
"2019-05-23T17:36:51+0000","WASHINGTON — The war of words between President Trump and Speaker Nancy Pelosi escalated in dramatic fashion on Thursday, with each leader questioning the other’s temperament and mental fitness in an extraordinary exchange of personal insults.","Trump and Pelosi Trade Barbs, Both Questioning the Other’s Fitness"
"2019-02-10T23:18:42+0000","WASHINGTON — Of the few hints to emerge from the special counsel, Robert S. Mueller III, about evidence of possible collusion between President Trump’s campaign and Russia, one of the most tantalizing surfaced almost in passing in a Washington courtroom last week.","In Closed Hearing, a Clue About ‘the Heart’ of Mueller’s Russia Inquiry"
"2019-04-10T11:15:49+0000","JERUSALEM — Benjamin Netanyahu’s apparent re-election as prime minister of Israel attests to a starkly conservative vision of the Jewish state and its people about where they are and where they are headed.","It’s Netanyahu’s Israel Now"
"2019-02-07T15:39:28+0000","RICHMOND, Va. — The political tumult in Virginia widened Thursday as the State Senate’s top Republican faced an onslaught of questions about racist photographs and slurs in a college yearbook that he helped oversee, transforming the Capitol’s nearly week-old crisis into a bipartisan reckoning over personal conduct.","Virginia Political Crisis Grows for Democrats and Republicans"
"2019-02-27T22:06:34+0000","WASHINGTON — President Trump’s longtime lawyer and fixer accused him on Wednesday of an expansive pattern of lies and criminality, offering a damning portrayal of life inside the president’s orbit where he said advisers sacrificed integrity for proximity to power.","Michael Cohen Accuses Trump of Expansive Pattern of Lies and Criminality"
"2019-02-13T01:26:23+0000","[Update: Amazon said on Thursday that it was canceling plans to build a corporate campus in New York City.]","Why Amazon Is Caught in an Unexpected Brawl in New York"
"2019-03-25T21:44:37+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Congestion Pricing in Manhattan, First Such Plan in U.S., Is Close to Approval"
"2019-03-05T01:13:54+0000","WASHINGTON — The National Security Agency has quietly shut down a system that analyzes logs of Americans’ domestic calls and texts, according to a senior Republican congressional aide, halting a program that has touched off disputes about privacy and the rule of law since the Sept. 11 attacks.","Disputed N.S.A. Phone Program Is Shut Down, Aide Says"
"2019-04-14T09:00:06+0000","The question was simple enough, but Senator John Edwards squirmed painfully. For 49 long seconds, the North Carolina Democrat, a masterful courtroom orator, sputtered before a crowd at Harvard, unable to settle on a favorite movie.","Pete Buttigieg’s Focus: Storytelling First. Policy Details Later."
"2019-04-14T18:28:56+0000","AUGUSTA, Ga. — Tiger Woods completed a comeback from personal and professional adversity on Sunday, capturing his fifth Masters title and his 15th major tournament with a victory that snapped a decade-long championship drought and instantly returned him to the top of the sports world.","Tiger Woods, in a Stirring Return to the Top, Captures the Masters at 43"
"2019-03-21T09:00:14+0000","There were no good choices for John Remus, yet he had to choose.","The Fight to Tame a Swelling River With Dams That May Be Outmatched by Climate Change"
