"pub_date","lead_paragraph","main"
"2017-12-25T21:25:56+0000","NASHVILLE — Tim Vogus, a professor at Vanderbilt University’s business school, was stoking the debate in his classroom one day this fall, asking first-year M.B.A. students about one of the most successful, and controversial, companies of the day. On the syllabus was Uber, a case study in both sensational business success and rampant corporate misbehavior.","Business Schools Now Teaching #MeToo, N.F.L. Protests and Trump"
"2017-12-12T01:16:01+0000","WASHINGTON — When Lauren Greene, a former communications director for Representative Blake Farenthold, sued him claiming sexual harassment, among her complaints was that he “disclosed that a female lobbyist had propositioned him for ‘a threesome.’”","Tawdry Tales Depict a Texas Congressman’s Frat House on the Hill"
"2017-12-10T19:32:41+0000","PARIS — The phone rings a lot at Paris Region Entreprises, a one-stop shop for companies deciding whether to move employees to the City of Light. Typically, callers ask about visas and minutiae of employment law. But not long ago, an executive from Japan called with a stumper: Where, he asked, are the dancing clubs?","As Brexit Looms, Paris Tries a Business Makeover"
"2017-12-27T23:00:16+0000","It was supposed to be a tax cut for manufacturers. Then it got out of control.","In a Complex Tax Bill, Let the Hunt for Loopholes Begin"
"2017-11-20T02:06:13+0000","HARARE, Zimbabwe — The rapid fall of Zimbabwe’s president, whose legendary guile and ruthlessness helped him outmaneuver countless adversaries over nearly four decades, probably has surprised no one more than Robert Mugabe himself.","Behind Mugabe’s Rapid Fall: A Firing, a Feud and a First Lady"
"2017-11-27T14:59:05+0000","WASHINGTON — The Republican tax bill hurtling through Congress is increasingly tilting the United States tax code to benefit wealthy Americans, as party leaders race to shore up wavering lawmakers who are requesting more help for high-earning business owners.","Senators Scramble to Advance Tax Bill That Increasingly Rewards Wealthy"
"2017-12-18T10:00:17+0000","WASHINGTON — President Trump presented a blueprint for the country’s national security on Monday that warns of a treacherous world in which the United States faces rising threats from an emboldened Russia and China, as well as from what it calls rogue governments, like North Korea and Iran.","Trump Delivers a Mixed Message on His National Security Approach"
"2017-11-15T17:26:35+0000","WASHINGTON — Uncertainty gripped the Senate on Wednesday over efforts to pass a sweeping $1.5 trillion tax cut after a Wisconsin Republican became the first senator in his party to declare that he could not vote for the tax bill as written, and other senators expressed serious misgivings over the cost and effect on the middle class.","Tax Bill Thrown Into Uncertainty as First G.O.P. Senator Comes Out Against It"
"2017-12-27T21:27:35+0000","GARPENBERG, Sweden — From inside the control room carved into the rock more than half a mile underground, Mika Persson can see the robots on the march, supposedly coming for his job here at the New Boliden mine.","The Robots Are Coming, and Sweden Is Fine"
"2017-12-05T17:30:49+0000","WASHINGTON — President Trump plans to recognize Jerusalem as the capital of Israel and move the American Embassy there, upending nearly seven decades of American foreign policy and potentially destroying his efforts to broker peace between Israel and the Palestinians.","U.S. to Recognize Jerusalem as Israel’s Capital, Trump Says, Alarming Middle East Leaders"
"2017-11-20T08:00:41+0000","XALAPA, Mexico — At 5 a.m., the couple stirred to the buzz of a cellphone alarm. They had hardly slept — Carlos Saldaña had been in the hospital the night before, betrayed by his fragile stomach.","In Mexico, Not Dead. Not Alive. Just Gone."
"2017-12-01T18:01:30+0000","WASHINGTON — The Senate passed the most sweeping tax rewrite in decades early Saturday, with Republicans lining up to approve an overhaul that will touch almost every corner of the United States economy, affecting families, small business owners and multinational corporations, with the biggest benefits flowing to the highest-earning Americans.","Senate Republicans Pass Sweeping Tax Bill"
"2017-11-01T12:33:29+0000","WASHINGTON — Two collisions between Navy destroyers and commercial vessels in the Western Pacific earlier this year were “avoidable” and the result of a string of crew and basic navigational errors, the Navy’s top officer said in reports made public on Wednesday.","Navy Collisions That Killed 17 Sailors Were ‘Avoidable,’ Official Inquiry Says"
"2017-12-11T16:22:52+0000","BEIJING — With coding skills, a foreign degree, fluent English and an apartment barely big enough for his espresso maker and two cats, Si Ruomu thought he was the kind of go-getting young tech worker that Beijing needs to thrive in the 21st century.","Campaign to Drive Out Migrants Slams Beijing’s Best and Brightest"
"2017-12-12T23:53:03+0000","OAKLAND, Calif. — Russel Lee and his wife spent the past few years going online to do the depressing math of how much less housing costs pretty much everywhere that isn’t California. They looked at Idaho, Arizona, North Carolina and Kentucky, but Mr. Lee, who was born in San Francisco and has lived in the Bay Area his entire life, could never quite make the move. Then the fires came.","Quakes and Fires? It’s the Cost of Living That Californians Can’t Stomach"
"2017-11-29T23:49:16+0000","The tax plan has been marketed by President Trump and Republican leaders as a straightforward if enormous rebate for the masses, a $1.5 trillion package of cuts to spur hiring and economic growth. But as the bill has been rushed through Congress with scant debate, its far broader ramifications have come into focus, revealing a catchall legislative creation that could reshape major areas of American life, from education to health care.","It Started as a Tax Cut. Now It Could Change American Life."
"2017-12-02T18:41:15+0000","As the tax cut legislation passed by the Senate early Saturday hurtles toward final approval, Republicans are preparing to use the swelling deficits made worse by the package as a rationale to pursue their long-held vision: undoing the entitlements of the New Deal and Great Society, leaving government leaner and the safety net skimpier for millions of Americans.","Heading Toward Tax Victory, Republicans Eye Next Step: Cut Spending"
"2017-12-06T14:55:20+0000","For the latest news on the wildfires, read our Thursday live updates here.","California Fires Enter the Heart of Los Angeles"
"2017-12-22T18:44:33+0000","UNITED NATIONS — The United Nations Security Council placed new sanctions on North Korea on Friday that significantly choke off fuel supplies and order North Koreans working overseas to return home, in what may prove the last test of whether any amount of economic pressure can force the isolated country to reverse course on its nuclear weapons program.","Security Council Tightens Economic Vise on North Korea, Blocking Fuel, Ships and Workers"
"2017-12-14T23:35:11+0000","LONDON — Last week, for the first time in six months, Prime Minister Theresa May enjoyed a few hours of sweet vindication in her efforts to allow the United Kingdom to leave the European Union. She had passed the night in white-knuckled negotiation, and by sunrise was able to announce the beginning of talks that would lay out a path to a controlled departure.","Theresa May, Navigating Brexit, Reaches a First Finish Line"
"2017-12-16T14:38:04+0000","LOUVECIENNES, France — When the Chateau Louis XIV sold for over $300 million two years ago, Fortune magazine called it “the world’s most expensive home,” and Town & Country swooned over its gold-leafed fountain, marble statues and hedged labyrinth set in a 57-acre landscaped park. But for all the lavish details, one fact was missing: the identity of the buyer.","World’s Most Expensive Home? Another Bauble for a Saudi Prince"
"2017-11-01T15:46:40+0000","Federal prosecutors on Wednesday filed charges accusing the driver in the Manhattan truck attack of carrying out a long-planned plot, spurred by Islamic State propaganda videos, to kill people celebrating Halloween.","Prosecutors Describe Driver’s Plan to Kill in Manhattan Terror Attack"
"2017-11-08T19:09:20+0000","RICHMOND, Va. — The American suburbs appear to be in revolt against President Trump after a muscular coalition of college-educated voters and racial and ethnic minorities dealt the Republican Party a thumping rejection on Tuesday and propelled a diverse class of Democrats into office.","Suburbs Rebel Against Trump, Threatening Republicans in Congress"
"2017-12-14T16:27:32+0000","In a generational changing of the guard, Arthur Gregg Sulzberger, 37, will become the publisher of The New York Times on Jan. 1. His father, Arthur Ochs Sulzberger Jr., announced on Thursday that he was turning over the post to his son.","A.G. Sulzberger, 37, to Take Over as New York Times Publisher"
"2017-12-12T17:06:34+0000","WASHINGTON — Republican lawmakers, scrambling to reach agreement on a final tax bill that they hope to pass next week, are coalescing around a plan that would slightly raise the proposed corporate tax rate, lower the top rate on the richest Americans and scale back the existing mortgage interest deduction.","Republicans, Closing In on Final Tax Bill, Aim for a Vote Next Week"
"2017-11-24T10:05:52+0000","The responses have been breathtaking in their speed and decisiveness. Another powerful man in media or entertainment is accused of being a sexual predator. He admits it, or not. He comes under investigation, or quits, or is fired. And all at once, his work — no matter how much people liked it before — turns radioactive.","Charlie Rose, Louis C.K., Kevin Spacey: Rebuked. Now What Do We Do With Their Work?"
"2017-12-04T21:28:36+0000","WASHINGTON — The Supreme Court on Monday allowed the third version of the Trump administration’s travel ban to go into effect while legal challenges against it continue. The decision was a victory for the administration after its mixed success before the court over the summer, when justices considered and eventually dismissed disputes over the second version.","Supreme Court Allows Trump Travel Ban to Take Effect"
"2017-11-01T15:35:20+0000","WASHINGTON — There is a math problem at the heart of the Republican Party’s protracted introduction of a sprawling tax bill, and it grows, in part, from President Trump’s two nonnegotiable demands.","Math Problem Bedevils Republican Tax Rewrite"
"2017-12-20T10:00:14+0000","It was the wrong place for a spare piece of rail — 13 feet long, more than 400 pounds and lying, unsecured, in the center of a busy stretch of subway track.","How Cuts in Basic Subway Upkeep Can Make Your Commute Miserable"
"2017-11-10T01:26:13+0000","SUTHERLAND SPRINGS, Tex. — The scene captured by video is almost too terrible to imagine, much less contemplate watching: seven minutes of gunfire as a black-clad gunman executes his victims — many of them small children — inside the First Baptist Church here.","Texas Church Shooting Video Raises an Unsettling Question: Who Should See It?"
"2017-11-30T16:19:00+0000","In 1986, Maddie Corman was a 16-year-old actress performing Off Broadway as her mother lay dying in a hospital bed, hours after having a stroke. Backstage, Ms. Corman was consoled by Israel Horovitz, the show’s 47-year-old playwright and her mentor. As she prepared to go on, he pressed her against a wall and forcefully kissed her, she said in a recent interview.","Nine Women Accuse Israel Horovitz, Playwright and Mentor, of Sexual Misconduct"
"2017-11-20T01:27:19+0000","HELENA, Ala. — It was unusual enough for Keith Dorsey to open his door in this heavily Republican Birmingham suburb and be greeted by a Democratic canvasser, a sight normally as rare here as a Clemson fan. But these are unusual times.","In Race Against Roy Moore, Democratic Candidate Is Mostly on His Own"
"2017-11-22T17:07:08+0000","WASHINGTON — The details were spare when the event appeared this summer on Attorney General Jeff Sessions’s public schedule. He would speak on religious liberty to a group called Alliance Defending Freedom. No exact location was specified. No news media would be allowed in.","Fighting Gay Rights and Abortion With the First Amendment"
"2017-12-29T01:31:01+0000","An accountant discovered the discrepancy while reviewing the budget for new train platforms under Grand Central Terminal in Manhattan.","The Most Expensive Mile of Subway Track on Earth"
"2017-12-05T01:15:04+0000","The tax bill approved by the Senate is many things, offering a huge tax cut for corporations, lower rates for the wealthy, and a big victory for Republicans and the White House.","How New Yorkers Would Lose Under the Republican Tax Bill"
"2017-12-16T17:05:46+0000","WASHINGTON — In the $600 billion annual Defense Department budgets, the $22 million spent on the Advanced Aerospace Threat Identification Program was almost impossible to find.","Glowing Auras and ‘Black Money’: The Pentagon’s Mysterious U.F.O. Program"
"2017-11-12T23:25:36+0000","For Democrats, signs everywhere suddenly look rosy.","Despite Recent Wins for Democrats, Gerrymanders Dim Hopes for 2018"
"2017-11-10T04:45:56+0000","LONDON — Behind a glass door inside Al Madina Mosque, Ashfaq Siddique stands at ramrod attention, his eyes darting. He is the mosque’s guiding spirit. He is also a former policeman with Scotland Yard. He is scanning live feeds from 36 closed-circuit cameras that monitor everything from the prayer hall to the ablutions room. He is searching for trouble.","In Brexit-Era London, a Mosque Sits Between Two Types of Hate"
"2017-11-02T14:55:12+0000","Robert Mercer, a billionaire investor and top financial backer of conservative causes, is stepping down as co-chief executive of Renaissance Technologies, as the giant hedge fund faces a backlash from some clients who resent Mr. Mercer’s embrace of polarizing political figures.","Robert Mercer, Bannon Patron, Is Leaving Helm of $50 Billion Hedge Fund"
"2017-11-01T00:29:10+0000","The screams seemed too vivid from the start, too visceral to belong to crowds celebrating a crisp and sunny Halloween in Lower Manhattan. The tragedy had unfolded in just minutes, and for hours and hours it remained too senseless to believe.","Mangled School Bus, Bodies Everywhere in Manhattan; ‘It Was Surreal’"
"2017-12-02T20:00:25+0000","WASHINGTON — Congressional Republicans, buoyed by the Senate’s approval early Saturday of a landmark tax overhaul, expressed confidence that final legislation would be sent to President Trump by the end of this month.","Few Hurdles Left, G.O.P. Is Confident Tax Cuts Will Be Signed This Month"
"2017-12-21T05:23:09+0000","BARCELONA, Spain — Spain’s effort to snuff out an independence drive in Catalonia was dealt a significant blow on Thursday as secessionists narrowly won an election called by Prime Minister Mariano Rajoy in hopes of calming the country’s constitutional crisis.","Catalonia Election Gives Separatists New Lift"
"2017-12-16T10:00:25+0000"," For more coverage of race, sign up here to have our Race/Related newsletter delivered weekly to your inbox.","‘Trump, Trump, Trump!’ How a President’s Name Became a Racial Jeer"
"2017-12-15T10:00:26+0000","After months of waiting, party night finally arrived on Dec. 2 for the brothers of Phi Kappa Psi at the University of Iowa. But this was no “Animal House” gathering; it was held in the ballroom at a Hilton Garden Inn.","No Wild Parties, No Pledging as Universities Crack Down on Fraternity Excesses"
"2017-11-04T17:38:38+0000","It was a typical night in Staci Burns’s house outside Fort Wayne, Ind. She was cooking dinner while her 3-year-old son, Isaac, watched videos on the YouTube Kids app on an iPad. Suddenly he cried out, “Mommy, the monster scares me!”","On YouTube Kids, Startling Videos Slip Past Filters"
"2017-11-25T01:51:46+0000","WASHINGTON — Of all the State Department employees who might have been vulnerable in the staff reductions that Secretary of State Rex W. Tillerson has initiated as he reshapes the department, the one person who seemed least likely to be a target was the chief of security, Bill A. Miller.","Diplomats Sound the Alarm as They Are Pushed Out in Droves"
"2017-12-30T17:34:15+0000","The plan sounds ingenious.","Why an Upstate Prisoner With a History of Escape Foiled His Latest"
"2017-11-14T21:02:30+0000","WASHINGTON — Attorney General Jeff Sessions on Tuesday denied, again, lying to Congress about the Trump campaign’s ties to Russia. He said he had forgotten about a campaign round-table in which an aide played up his Russian connections and suggested arranging a meeting for Donald J. Trump in Moscow.","Jeff Sessions Denies Lying to Congress on Contacts With Russia"
"2017-12-24T21:14:58+0000","WASHINGTON — After a halting start, the Republican-controlled 115th Congress — sometimes in collaboration with President Trump, often despite him — has enacted surprisingly far-reaching conservative achievements in its first year, among them a long-promised rewrite of the tax code, oil drilling in the Arctic and a series of lifetime appointments to the judiciary.","After a Chaotic Start, Congress Has Made a Conservative Mark"
"2017-11-11T12:00:18+0000","At the start of his Air Force career, Devin P. Kelley was picked for a demanding and selective intelligence analyst school. He walked into his first Monday of class with a crisp blue uniform, shined shoes, and for perhaps the first time in years, with hope. It didn’t last.","In Air Force, Colleague Feared Church Gunman Would ‘Shoot Up the Place’"
"2017-11-29T21:30:35+0000","In a year of transit miseries, it has become an unexpected success story in New York City’s commuting landscape — the city’s nascent ferry fleet, whose ridership has far exceeded expectations, is rapidly becoming an alternative to the beleaguered subway system.","New York City’s Ferry Fleet Is Off to a Fast Start"
"2017-11-03T20:29:55+0000","The police in New York on Friday said that they were developing a strong criminal case against the producer Harvey Weinstein after an actress’s claim that he raped her seven years ago.","Police Building Case to Arrest Harvey Weinstein After Sexual Assault Claim"
"2017-11-16T10:00:23+0000","WASHINGTON — With 227 Republican votes, the House passed the most sweeping tax overhaul in three decades on Thursday, taking a significant leap forward as lawmakers seek to enact $1.5 trillion in tax cuts for businesses and individuals and deliver the first major legislative achievement of President Trump’s tenure.","House Passes Tax Bill, as Does Senate Panel"
"2017-11-05T20:25:26+0000","The grim campaign ads portended carnage to come: New York City, in the hands of a Democratic mayor, thrust back into the days of squeegee men, street prostitutes and 2,000 murders a year.","De Blasio Kept Crime Down in First Term. His Next Goal: Nicer Police."
"2017-11-18T17:43:54+0000","Fall behind on your student loan payments, lose your job.","When Unpaid Student Loan Bills Mean You Can No Longer Work"
"2017-12-19T01:13:18+0000","WASHINGTON — One of President Trump’s federal judge nominees has withdrawn after he was unable to answer basic questions during his confirmation hearing about the courtroom process, showed little familiarity with federal trial rules and acknowledged that he had never prosecuted or defended a case.","Poor Vetting Sinks Trump’s Nominees for Federal Judge"
"2017-12-19T15:33:16+0000","DUPONT, Wash. — The investigation into the fatal Amtrak crash near Tacoma, Wash., is focusing on the possibility that the engineer was distracted by a cellphone, another person in his cab or something else when the train barreled into a curve 50 miles per hour over the posted speed limit.","Amtrak Inquiry Will Focus on Driver Distraction and Excessive Speed"
"2017-11-25T16:32:06+0000","CHAMBLEE, Ga. — Not many notice when the SUVs arrive.","‘Please, God, Don’t Let Me Get Stopped’: Around Atlanta, No Sanctuary for Immigrants"
"2017-12-30T01:07:15+0000","TORONTO — For a city striving to become a major technology center, it was a prize catch: A Google corporate sibling would spend the coming year planning a futuristic metropolis in a derelict part of Toronto’s waterfront.","City of the Future? Humans, Not Technology, Are the Challenge in Toronto"
"2017-11-05T22:40:44+0000","WEST CALDWELL, N.J. — Steve Schwartz looks like a voter who might swoon for the Republican tax plan, unveiled last week in Washington. He is a political independent who owns a company that makes windshield wipers, he describes himself as leaning “right on fiscal matters,” and he said he would benefit from the elimination or scaling-back of the estate tax.","Tax Plan Burdens Blue-State Republicans and Their Districts"
"2017-11-23T22:42:12+0000","RIO GRANDE CITY, Tex. — Caught quite literally in the middle of the international debate over the way the United States trades with its southern neighbor are two Texans named Sam.","Nafta Talks Have High Stakes for Two Texas Bridge Owners"
"2017-12-08T14:41:56+0000","VENTURA, Calif. — The quick-moving fires that have forced thousands of Californians to evacuate their homes swept across the southern part of the state on Friday, destroying buildings and taxing fire crews that have been working for days.","Southern California Fires Live Updates: ‘We’re Not Out of the Woods Yet’"
"2017-12-29T17:50:04+0000","WASHINGTON — When Pakistani forces freed a Canadian-American family this fall held captive by militants, they also captured one of the abductors. United States officials saw a potential windfall: He was a member of the Taliban-linked Haqqani network who could perhaps provide valuable information about at least one other American hostage.","Frustrated U.S. Might Withhold $255 Million in Aid From Pakistan"
"2017-12-17T19:43:43+0000","LIVINGSTON, N.J. — Politically speaking, Livingston is not the bluest of the suburbs surrounding New York City. But there are few places where people are feeling any more anxious about the potential impact of the federal tax bill proposed by Republican leaders in Washington.","In One New Jersey Town, Pending Tax Changes Create Anxiety"
"2017-12-14T12:10:46+0000","LOS ANGELES — In a move that will reverberate from Hollywood and Silicon Valley to TVs and smartphones around the world, the Walt Disney Company said Thursday that it had reached a deal to buy most of 21st Century Fox, the empire controlled by Rupert Murdoch, in an all-stock transaction valued at roughly $52.4 billion.","Disney Makes $52.4 Billion Deal for 21st Century Fox in Big Bet on Streaming"
"2017-11-11T01:43:58+0000","WASHINGTON — At midday on March 24, 2016, an improbable group gathered in a London cafe to discuss setting up a meeting between Donald J. Trump, then a candidate, and President Vladimir V. Putin of Russia.","A London Meeting of an Unlikely Group: How a Trump Adviser Came to Learn of Clinton ‘Dirt’"
"2017-12-02T20:06:12+0000","WASHINGTON — The highs and lows of a presidency rarely come in such quick succession. But within hours, President Trump watched as one of his closest former aides pleaded guilty and promised to help prosecutors seek out more targets, then stayed up late to cheer on the Senate as it broke through months of gridlock to pass the largest tax cuts in years.","Wrenched From Scandal to Success, Trump Looks Ahead, and Over His Shoulder"
"2017-11-06T15:29:55+0000","SUTHERLAND SPRINGS, Tex. — One minute the Holcombes were a tight-knit family praying in the tiny church on Fourth Street.","A Family Was Praying in a Texas Church. Then 8 Were Dead."
"2017-12-19T18:07:24+0000","SYDNEY, Australia — When Craig Chung, an up-and-coming Sydney city councilor, meets with former officials from the United States, neither the media nor his constituents seem to care.","Espionage Bills in Australia Stir Fears of Anti-Chinese Backlash"
"2017-12-17T22:03:25+0000","WASHINGTON — President Trump rarely misses a chance to offer himself up as the champion of “forgotten” Americans, men and women who feel ignored or derided by elites and believe, as he frequently says, that the “system is rigged” against them.","Champion of the ‘Little Guy’? Trump’s Actions Tell Another Story"
"2017-12-18T17:29:18+0000","DUPONT, Wash. — [Update: Here is the latest article on the Amtrak derailment.]","Multiple Deaths in Amtrak Train Derailment in Washington"
"2017-11-14T01:38:32+0000","WASHINGTON — The Justice Department said Monday that prosecutors were looking into whether a special counsel should be appointed to investigate political rivals President Trump has singled out for scrutiny, including Hillary Clinton.","Justice Dept. to Weigh Inquiry Into Clinton Foundation"
"2017-11-13T18:00:11+0000","WASHINGTON — Two Navy SEAL commandos under investigation in the strangling of an Army Green Beret soldier in June in Mali have also been under scrutiny in the theft of money from a fund used to pay confidential informants, according to three service members briefed on the matter.","Navy SEALs Investigated in Green Beret’s Death Also Under Scrutiny in Theft"
"2017-11-19T19:17:35+0000","SOUTH THOMASTON, Me. — A former mayor of Poway, a small city in Southern California, wrote a column in August in his local newspaper with this headline: “A gun to my head.”","He Took On the Voting Rights Act and Won. Now He’s Taking On Harvard."
"2017-12-13T14:02:01+0000","BIRMINGHAM, Ala. — The word traveled, urgently and insistently, along the informal networks of black friends, black family and black co-workers: Vote.","Black Voters in Alabama Pushed Back Against the Past"
"2017-12-08T10:00:42+0000","The economy’s vital signs are stronger than they have been in years. Companies are posting jobs faster than they can find workers to fill them. Incomes are rising. The stock market sets records seemingly every month.","After 7 Years of Job Growth, Room for More, or Danger Ahead?"
"2017-12-30T00:06:46+0000","Gina Mezzacappa avoided the mall for her holiday shopping, but an ill-fitting pair of Michael Kors boots brought her back this week.","Christmas May Be Over, but Holiday Shopping Is Not"
"2017-11-16T22:34:27+0000","WASHINGTON — Concerned that the missile defense system designed to protect American cities is insufficient by itself to deter a North Korean attack, the Trump administration is expanding its strategy to also try to stop Pyongyang’s missiles before they get far from Korean airspace.","Downing North Korean Missiles Is Hard. So the U.S. Is Experimenting."
"2017-12-11T19:58:58+0000","SAN CRISTÓBAL DE LAS CASAS, Mexico — William Ruiz Sánchez spends his days grilling burgers and slathering fried hot dogs with pepperoni and cheese at his family’s restaurant. Refrigerators and fire-engine red tables provided by Coca-Cola feature the company’s logo in exchange for exclusive sale of its drinks.","A Nasty, Nafta-Related Surprise: Mexico’s Soaring Obesity"
"2017-12-24T17:46:41+0000","LEONIA, N.J. — It is bumper to bumper as far as the eye can see, the kind of soul-sucking traffic jam that afflicts highways the way bad food afflicts rest stops.","Navigation Apps Are Turning Quiet Neighborhoods Into Traffic Nightmares"
"2017-12-08T00:36:43+0000","WASHINGTON — Days after Donald J. Trump launched his presidential campaign in June 2015, James O’Keefe, the conservative disrupter famous for trying to use secret recordings to embarrass liberals and journalists, visited Trump Tower and gave Mr. Trump a preview of his latest hidden camera video intended to undermine Hillary Clinton.","James O’Keefe, Practitioner of the Sting, Has an Ally in Trump"
"2017-11-23T23:32:04+0000","WASHINGTON — At the heart of the Republican tax plan hurtling through Congress is an implicit promise that cutting corporate taxes will lift the middle class through higher wages and more jobs.","Will a Corporate Tax Cut Lift Worker Pay? A Union Wants It in Writing"
"2017-12-04T18:20:26+0000","AUBURN, Ala. — President Trump on Monday strongly endorsed Roy S. Moore, the Republican nominee for a United States Senate seat here, prompting the Republican National Committee to restore its support for a candidate accused of sexual misconduct against teenage girls.","Roy Moore Gets Trump Endorsement and R.N.C. Funding for Senate Race"
"2017-11-29T00:41:16+0000","WASHINGTON — Less than two weeks before much of the government runs out of money, President Trump on Tuesday escalated the threat of a shutdown, accusing Democratic congressional leaders of plotting to use their leverage to raise taxes and flood the country with undocumented immigrants.","Trump Feuds With Democrats Ahead of a Possible Government Shutdown"
"2017-12-31T05:01:20+0000","WASHINGTON — When President Trump meets with aides to discuss policy or prepare for a speech, he may ask about the pros and cons of a new proposal. He may inquire about its possible effect. He may explore the best way to frame his case.","For Trump, a Year of Reinventing the Presidency"
"2017-11-25T01:14:04+0000","President Trump on Friday named his budget director as the acting director of the Consumer Financial Protection Bureau, moving to take control of the agency hours after its departing leader had taken steps to install his own choice for acting chief.","Dueling Appointments Lead to Clash at Consumer Protection Bureau"
"2017-12-19T00:14:10+0000","DHAKA, Bangladesh — Before Akayed Ullah returned home to New York from his native Bangladesh, and tried to blow himself up with a pipe bomb in a crowded Manhattan subway station, he had one last thing to do — an all-night bus ride by himself to help Rohingya refugees.","A Mysterious Act of Mercy by the Subway Bombing Suspect"
