"pub_date","lead_paragraph","main"
"2018-12-14T16:20:29+0000","FOX CROSSING, Wis. — Gov. Scott Walker made a national name for himself in the Republican Party by cutting the power of public sector unions eight years ago, only weeks after he swept into office in Wisconsin. On Friday, he signed legislation to cut the power of the Democrat who defeated him, a final act of a tumultuous tenure that moved Wisconsin firmly to the right.","Wisconsin’s Scott Walker Signs Bills Stripping Powers From Incoming Governor"
"2018-12-13T16:49:54+0000","WASHINGTON — The Senate voted on Thursday to end American military assistance for Saudi Arabia’s war in Yemen in the strongest show of bipartisan defiance against President Trump’s defense of the kingdom over the killing of a dissident journalist.","Senate Votes to End Aid for Yemen Fight Over Khashoggi Killing and Saudis’ War Aims"
"2018-12-22T18:59:18+0000","WASHINGTON — When President Trump grows frustrated with advisers during meetings, which is not an uncommon occurrence, he sits back in his chair, crosses his arms and scowls. Often he erupts. “Freaking idiots!” he calls his aides. Except he uses a more pungent word than “freaking.”","For Trump, ‘a War Every Day,’ Waged Increasingly Alone"
"2018-12-06T08:00:07+0000","The stench from Abraham Clemente’s apartment in Flatbush, Brooklyn, this summer was overwhelming. Maggot-infested scrambled eggs were strewn across the floor; a cantaloupe was so spoiled, it seemed to be melting. Feces were ground into the carpet.","‘I Want to Live Like a Human Being’: Where N.Y. Fails Its Mentally Ill"
"2018-12-20T08:11:11+0000","LONDON — It is one of the busiest airports in Europe. It survived World War II, when it served as a base for R.A.F. night fighters flying missions against Nazi Germany. It has just been brought to a standstill by the humble drone.","Gatwick Airport Shut Down by ‘Deliberate’ Drone Incursions"
"2018-12-07T16:10:06+0000","BEIJING — The arrest of one of China’s leading tech executives by the Canadian police for extradition to the United States has unleashed a combustible torrent of outrage and alarm among affluent and influential Chinese, posing a delicate political test for President Xi Jinping and his grip on the loyalty of the nation’s elite.","Huawei Arrest Tests China’s Leaders as Fear and Anger Grip Elite"
"2018-11-30T08:00:15+0000","BREAUX BRIDGE, La. — Bryson Sassau’s application would inspire any college admissions officer. ","Louisiana School Made Headlines for Sending Black Kids to Elite Colleges. Here’s the Reality."
"2018-11-25T09:44:12+0000","BRUSSELS — More than four decades after Britain tied itself to its Continental neighbors, Prime Minister Theresa May obtained the approval of the other 27 European Union members on a formal divorce pact from the bloc, a consequential step intended to take the country on a new, if unclear, path.","E.U. Leaders and U.K. Agree on Brexit Divorce Terms"
"2018-12-04T01:50:25+0000","Of all of President Trump’s former associates who have come under scrutiny in the special counsel’s Russia investigation, his former personal lawyer, Michael D. Cohen, has undertaken perhaps the most surprising and risky legal strategy.","Why Michael Cohen, Trump’s Fixer, Confessed to It All"
"2018-12-31T17:31:39+0000","WASHINGTON — House Democrats are putting forward a proposal to reopen the federal government by severing funding for the Department of Homeland Security and border security from other spending bills that enjoy bipartisan support — a gambit aimed at forcing President Trump to negotiate or to shoulder the blame for a protracted shutdown.","Democrats Try to Box In Trump With Plan to End Government Shutdown Without Wall Funding"
"2018-11-04T18:29:00+0000","• Candidates are making a final pitch to voters across the United States.","Brian Kemp’s Office, Without Citing Evidence, Investigates Georgia Democrats Over Alleged ‘Hack’"
"2018-11-17T18:14:31+0000","County officials in Maryland miscalculated how many ballots they would need on Election Day — and quickly ran out in more than a dozen precincts.","America’s Election Grid Remains a Patchwork of Vulnerabilities"
"2018-12-31T18:20:32+0000","CHANDLER, Ariz. — The assailant slipped out of a park around noon one day in October, zeroing in on his target, which was idling at a nearby intersection — a self-driving van operated by Waymo, the driverless-car company spun out of Google.","Wielding Rocks and Knives, Arizonans Attack Self-Driving Cars"
"2018-11-30T14:55:30+0000","BUENOS AIRES — President Trump and his Mexican and Canadian counterparts sought to put the acrimony of the past two years behind them on Friday as they signed a new trade agreement governing hundreds of billions of dollars in commerce that underpins their mutually dependent economies.","Trump Signs New Trade Deal With Canada and Mexico After Bitter Negotiations"
"2018-12-02T23:51:00+0000","The agreement reached by President Trump and President Xi Jinping of China to effectively pause their trade war and work toward a pact appears to be aimed at giving the two leaders some political breathing room after an escalating fight has begun inflicting economic damage on both sides of the Pacific.","U.S.-China Trade Truce Gives Both Sides Political Breathing Room"
"2018-11-20T15:00:06+0000","HOOVER, Ala. — Robin Schultz knows how important football is in this Alabama city. He was going to games long before Hoover became famous (or perhaps infamous) for its devotion to the sport, as chronicled in an MTV reality show, “Two-a-Days,” that focused on the nationally ranked Hoover High School Bucs.","The Future of Football Has Flags"
"2018-11-07T04:52:03+0000","The vaunted blue wave that Democrats had hoped for failed to fully materialize on Tuesday night, but the days of one-party control in Washington are now over. President Trump’s strength in rural areas kept the Senate in Republican control, but voters in urban and suburban districts across the country sent the White House a clear message: They want a check on the president.","Two Years After Trump’s Victory, Voters Erect an Impediment to His Power"
"2018-11-28T18:26:02+0000","With just two words on Wednesday, the Federal Reserve’s chairman sent stocks surging by raising hopes that the central bank might be closer to ending its push to drive up interest rates.","Two Words From Fed Chairman Jerome Powell Sent Markets Soaring"
"2018-11-14T14:12:03+0000","BEIRUT, Lebanon — When Crown Prince Mohammed bin Salman of Saudi Arabia convened an outdoor banquet this spring for his fellow Arab rulers, seated among the kings, princes and presidents were two friends with few qualifications other than their closeness to the young prince himself: a poet who has become known for orchestrating ferocious social media campaigns, and a former security guard who runs the Saudi sports commission.","Behind Prince Mohammed bin Salman’s Rise, Two Loyal Enforcers"
"2018-11-28T18:55:33+0000","WASHINGTON — Furious over being denied a C.I.A. briefing on the killing of a Saudi journalist, senators from both parties spurned the Trump administration on Wednesday with a stinging vote to consider ending American military support for the Saudi-backed war in Yemen.","Senators, Furious Over Khashoggi Killing, Spurn President on War in Yemen"
"2018-11-21T18:40:32+0000","CHICO, Calif. — Some learned about the looming wildfire from neighbors knocking on their doors. Or frantic cellphone calls from friends. Others just looked out their windows and saw the smoke and flames, or heard the chaos of neighbors hustling up children and pets and scrambling to get out.","A Frantic Call, a Neighbor’s Knock, but Few Official Alerts as Wildfire Closed In"
"2018-12-15T14:21:59+0000","Interior Secretary Ryan Zinke, a key figure in President Trump’s sweeping plan to reshape the nation’s environmental framework, resigned under pressure on Saturday as he faces numerous ethics investigations into his business dealings, travel and policy decisions.","Ryan Zinke, Face of Trump Environmental Rollbacks, Is Leaving Interior Department"
"2018-11-24T11:00:05+0000","BUDAPEST — Hungary’s leading news website, Origo, had a juicy scoop: A top aide to the far-right prime minister, Viktor Orban, had used state money to pay for sizable but unexplained expenses during secret foreign trips. The story embarrassed Mr. Orban and was a reminder that his country still had an independent press.","The Website That Shows How a Free Press Can Die"
"2018-11-04T08:00:04+0000","As Crown Prince Mohammed bin Salman of Saudi Arabia charmed Goldman Sachs bankers and Silicon Valley executives on an American tour this spring, some of his most trusted lieutenants were taking care of business in Washington.","Consulting Firms Keep Lucrative Saudi Alliance, Shaping Crown Prince’s Vision"
"2018-12-06T16:43:05+0000","WASHINGTON — The Trump administration on Thursday detailed its plan to open nine million acres to drilling and mining by stripping away protections for the sage grouse, an imperiled ground-nesting bird that oil companies have long considered an obstacle to some of the richest deposits in the American West.","Trump Drilling Plan Threatens 9 Million Acres of Sage Grouse Habitat"
"2018-12-17T13:00:05+0000","The Russian influence campaign on social media in the 2016 election made an extraordinary effort to target African-Americans, used an array of tactics to try to suppress turnout among Democratic voters and unleashed a blizzard of activity on Instagram that rivaled or exceeded its posts on Facebook, according to a report produced for the Senate Intelligence Committee.","Russian 2016 Influence Operation Targeted African-Americans on Social Media"
"2018-12-21T13:49:38+0000","WASHINGTON — With the angry departure of Defense Secretary Jim Mattis, the United States and its shaken allies are about to discover the true meaning of “America First.”","With the Generals Gone, Trump’s ‘America First’ Could Fully Emerge"
"2018-11-14T19:09:24+0000","[What you need to know to start your day: Get New York Today in your inbox.]","Judge Rejects Deal to Overhaul City’s Public Housing"
"2018-11-10T12:22:28+0000","BASE CAMP DONNA, Tex. — Sgt. 1st Class Daniel Micek, a platoon sergeant with the 89th Military Police Brigade, tore open the brown packaging of his M.R.E. on Thursday.","Deployed Inside the United States: The Military Waits for the Migrant Caravan"
"2018-12-21T02:01:48+0000","WASHINGTON — For most of his tumultuous 23 months in office, President Trump has tried to shake off anyone who would restrain his insurgent style of leadership. With the resignation of Defense Secretary Jim Mattis, Mr. Trump is at last a president unbound.","After Mattis’s Resignation, a President Unbound"
"2018-12-13T23:35:15+0000","SAN FRANCISCO — This generation’s biggest technology companies — including Apple, Amazon and Google — have long been tied to their hometowns. Now these giants are increasingly outgrowing their West Coast roots.","Chase for Talent Pushes Tech Giants Far Beyond West Coast"
"2018-12-19T22:07:41+0000","The Catholic Church in Illinois withheld the names of at least 500 priests accused of sexual abuse of minors, the state’s attorney general said Wednesday in a scathing report that accused the church of failing victims by neglecting to investigate their allegations.","Catholic Church in Illinois Withheld Names of at Least 500 Priests Accused of Abuse, Attorney General Says"
"2018-11-03T00:53:27+0000","In normal political times, a glowing report on the nation’s economy just before Election Day would be a gift to the party in power and a uniform talking point for its candidates. But entering the final weekend before Tuesday’s midterm vote, President Trump’s blistering message of nativist fear has become the dominant theme of the campaign’s last days, threatening to overshadow the good economic news.","Republicans Have a Humming Economy to Tout, but Trump Rhetoric Muddies the Message"
"2018-12-28T15:04:12+0000","BEIRUT, Lebanon — Feeling betrayed by the United States, its Kurdish allies in Syria asked the Syrian government on Friday to protect them from possible attack by Turkey.","Syria’s Kurds, Feeling Betrayed by the U.S., Ask Assad Government for Protection"
"2018-12-06T18:05:50+0000","WASHINGTON — At dinner with China’s president, Xi Jinping, on Saturday night in Buenos Aires, President Trump celebrated their “special” relationship and all but predicted they would emerge with a truce in the trade war between the United States and China.","Huawei Executive’s Arrest Intensifies Trade War Fears"
"2018-11-28T01:20:50+0000","WASHINGTON — President Trump is projecting a steely facade as he prepares for a critical meeting on trade this weekend with President Xi Jinping of China. But behind his tough talk and threats of higher tariffs is a creeping anxiety about the costs of a prolonged trade war on the financial markets and the broader economy.","Trump Could Seek a China Trade Truce at G-20, Despite Tough Talk"
"2018-11-26T10:00:20+0000","SAN JUAN, P.R. — Juan F. Rodríguez had substantial damage to his house in northeastern Puerto Rico after Hurricane Maria slammed through in September 2017, but he felt better when he was told that the Federal Emergency Management Agency would pay for $5,000 in repairs.","$3,700 Generators and $666 Sinks: FEMA Contractors Charged Steep Markups on Puerto Rico Repairs"
"2018-11-22T18:14:19+0000","WASHINGTON — The graphic was splashy by the Census Bureau’s standards and it showed an unmistakable moment in America’s future: the year 2044, when white Americans were projected to fall below half the population and lose their majority status.","Why the Announcement of a Looming White Minority Makes Demographers Nervous"
"2018-11-28T01:34:38+0000","SAN DIEGO — In an overcrowded shelter at a sports complex south of the Mexican border, nearly 6,000 migrants from Central America have been waiting in increasingly squalid conditions — and with an increasing sense of desperation — to cross into the United States.","For Migrants on Both Sides of the Border, the One Constant Is a Long Wait"
"2018-11-07T21:02:56+0000","In New Jersey, voters slashed the number of Republicans in Congress from five down to two, and possibly only one.","A Trump-Fueled ‘Wipeout’ for House Republicans in Northeast"
"2018-11-25T18:50:45+0000","WASHINGTON — When Victor and Cynthia Liu landed with their mother on a tropical Chinese island in June to visit an ailing grandfather, they thought they would soon be on a plane back to their East Coast lives — he to start his sophomore year at Georgetown University, and she to work at the consulting firm McKinsey & Company in New York.","China’s Tactic to Catch a Fugitive Official: Hold His Two American Children"
"2018-11-17T16:09:58+0000","OJAI, Calif. — There is the original commencement address that Aldous Huxley gave in 1951, saved from a burning boarding school in Ojai. There is a tattered and singed American flag, too. And on wall after wall of the Ojai museum are photographs of fire and destruction.","In California, One Community Reflects on a Fire as Others Still Burn"
"2018-11-23T05:00:10+0000","Tang Haiyan runs his school with a clear mission in mind: He will train boys to be men.","In China, a School Trains Boys to Be ‘Real Men’"
"2018-11-10T02:06:57+0000","WASHINGTON — In the three days after the Democrats captured the House, President Trump fired his attorney general and replaced him with a loyalist critical of both the courts and the Russia investigation. He banned a CNN correspondent from the White House, while threatening he would do the same to other journalists. And he accused election officials in Florida and Arizona of rigging the vote against candidates he had campaigned for.","Even for This President, It Was a Remarkable Week of Attacks on American Institutions"
"2018-11-04T19:00:07+0000","This spring, a British lord with deep ties to the governing Conservative Party and a reputation as a do-gooder environmentalist arrived in Washington on an unlikely mission: to save the business empire of Oleg Deripaska, one of Russia’s most infamous oligarchs.","Two Capitals, One Russian Oligarch: How Oleg Deripaska Is Trying to Escape U.S. Sanctions"
"2018-11-03T14:52:04+0000","PITTSBURGH — An African Methodist pastor, dressed in a dark suit and white clerical collar, greeted a Conservative rabbi, wearing a black overcoat and matching fedora, in the lobby of a downtown hotel on Friday morning. They spread their arms wide and embraced at length, the rabbi patting the pastor rhythmically on the back as the pastor drew him close. Words were not necessary.","Anguished by ‘Spiral of Hate,’ Charleston Pastor and Pittsburgh Rabbi Grieve as One"
"2018-12-31T21:44:32+0000","A police officer on the late shift in an Ohio town recently received an unusual call from Facebook.","In Screening for Suicide Risk, Facebook Takes On Tricky Public Health Role"
"2018-12-25T20:51:06+0000","MOSCOW — Elena Y. Kotova’s one-room apartment on the outskirts of Moscow had started to feel cramped. Her son was almost 4 years old. She and her husband had solid jobs, she as an economist and he as a manager of a construction company. It was time to buy a new home.","Selling Real Estate in Russia? Are You Crazy?"
"2018-11-07T05:06:29+0000","WASHINGTON — President Trump will wake up on Wednesday morning to a radically new political environment as he confronts the prospect of a two-year partisan war with a Democratic-run House armed with subpoena power and empowered to block his legislative agenda.","A Partisan War Awaits Trump. That Just Might Suit Him."
"2018-12-27T22:17:11+0000","MENLO PARK, Calif. — In a glass conference room at its California headquarters, Facebook is taking on the bonfires of hate and misinformation it has helped fuel across the world, one post at a time.","Inside Facebook’s Secret Rulebook for Global Political Speech"
"2018-11-01T16:24:39+0000","HOUSTON — Two years ago, the presidential election hinged in large part on a rightward shift among working-class whites who deserted Democrats.","Trump’s Nationalism Is Breaking Point for Some Suburban Voters, Risking G.O.P. Coalition"
"2018-11-10T03:11:53+0000","WASHINGTON — President Trump first noticed Matthew G. Whitaker on CNN in the summer of 2017 and liked what he saw — a partisan defender who insisted there was no collusion between Russia and the Trump campaign. So that July, the White House counsel, Donald F. McGahn II, interviewed Mr. Whitaker about joining the president’s team as a legal attack dog against the special counsel, Robert S. Mueller III.","Matthew Whitaker: An Attack Dog With Ambition Beyond Protecting Trump"
"2018-12-24T17:52:20+0000","A 48-hour effort by the Trump administration to soothe jittery financial markets did little to reverse the free fall in stocks on Monday, as the president’s renewed attack on the Federal Reserve and the specter of a prolonged government shutdown further rattled investors already worried about a global economic slowdown.","Trump Renews Attack on Fed as Mnuchin Tries to Calm Markets"
"2018-11-20T17:50:04+0000","WASHINGTON — President Trump defied the nation’s intelligence agencies and a growing body of evidence on Tuesday to declare his unswerving loyalty to Saudi Arabia, asserting that Crown Prince Mohammed bin Salman’s culpability for the killing of Jamal Khashoggi might never be known.","In Extraordinary Statement, Trump Stands With Saudis Despite Khashoggi Killing"
"2018-12-04T00:18:28+0000","CHARLOTTE, N.C. — Steve Singer, who has bipolar and borderline personality disorders, knows when he’s on the verge of a mental health crisis. The female voice he hears incessantly in his head suddenly shuts up, and the hula hoop he gyrates while walking to the grocery store stops easing his anxieties.","Now Mental Health Patients Can Specify Their Care Before Hallucinations and Voices Overwhelm Them"
"2018-12-04T19:32:56+0000","WASHINGTON — The campaign committee for House Republicans discovered in April that the email accounts of several of its senior officials had been hacked by what analysts later concluded was a “foreign entity,” people who have been briefed on the case said on Tuesday, highlighting the continued vulnerability of the United States to interference in its elections.","House Republican Campaign Committee Says It Was Hacked This Year"
"2018-12-05T18:23:26+0000","Greenhouse gas emissions worldwide are growing at an accelerating pace this year, researchers said Wednesday, putting the world on track to face some of the most severe consequences of global warming sooner than expected.","Greenhouse Gas Emissions Accelerate Like a ‘Speeding Freight Train’ in 2018"
"2018-11-22T15:46:25+0000","LONDON — With the sputtering of the hard-line Conservative coup against Prime Minister Theresa May over her Brexit plan this week, the British Parliament seemed to be turning, slowly and with a great grinding of gears, in the direction of something quintessentially English: a compromise that satisfies no one.","A Brexit Compromise Nobody Likes: What Could Be More English?"
"2018-11-25T23:25:21+0000","CHICO, Calif. — The deadliest and most destructive wildfire in California history, the Camp Fire, was finally brought under control by firefighters on Sunday after raging for 17 days. But for many people left homeless by the fire, the most frightening part of the disaster is just beginning.","After a Wildfire, Rebuilding Life Can Be Hardest for the Oldest"
"2018-11-21T21:55:58+0000","ISTANBUL — President Recep Tayyip Erdogan didn’t get everything he wanted.","Erdogan Didn’t Get All He Hoped For in Khashoggi Case, but His Stature Rises"
"2018-12-09T21:29:50+0000","As President Trump heads into the fight of his political life, the man he had hoped would help guide him through it has now turned him down, and he finds himself in the unaccustomed position of having no obvious second option.","Nick Ayers, Aide to Pence, Declines Offer to Be Trump’s Chief of Staff"
"2018-12-28T17:54:16+0000","WASHINGTON — The Trump administration proposed on Friday major changes to the way the federal government calculates the benefits, in human health and safety, of restricting mercury emissions from coal-burning power plants.","New E.P.A. Plan Could Free Coal Plants to Release More Mercury Into the Air"
"2018-11-09T00:52:28+0000","JAKARTA — The final moments of Lion Air Flight 610 as it hurtled soon after dawn from a calm Indonesian sky into the waters of the Java Sea would have been terrifying but swift.","At Doomed Flight’s Helm, Pilots May Have Been Overwhelmed in Seconds"
"2018-12-01T19:00:57+0000","BUENOS AIRES — The United States and China called a truce in their trade war on Saturday after President Trump agreed to hold off on new tariffs and President Xi Jinping pledged to increase Chinese purchases of American products. The two also set the stage for more painstaking negotiations to resolve deeply rooted differences over trade.","U.S. and China Call Truce in Trade War"
"2018-11-26T18:31:32+0000","MOSCOW — Ukraine’s president put his nation on a war footing with Russia on Monday, as tensions over a shared waterway escalated into a crisis that dragged in NATO and the United Nations.","Russia-Ukraine Fight Over Narrow Sea Passage Risks Wider War"
"2018-12-27T23:58:50+0000","HALLE, Germany — Christmas carols were playing and the scent of ginger hung in the crisp December air. Students sold organic plum compote and served mulled wine in biodegradable cups made from sugar cane. But then there were the postcards.","Germany’s Far Right Rebrands: Friendlier Face, Same Doctrine"
"2018-12-19T01:35:59+0000","WASHINGTON — The Senate overwhelmingly approved on Tuesday the most substantial changes in a generation to the tough-on-crime prison and sentencing laws that ballooned the federal prison population and created a criminal justice system that many conservatives and liberals view as costly and unfair.","Senate Passes Bipartisan Criminal Justice Bill"
"2018-12-19T22:34:13+0000","WASHINGTON — President Trump has always taken a contrarian’s view of American military power: He wants to command the biggest, toughest forces on earth, and he wants to keep them at home.","A Strategy of Retreat in Syria, With Echoes of Obama"
"2018-12-27T10:00:05+0000","FERGUS FALLS, Minn. — Claas Relotius, who spent weeks reporting in Fergus Falls last year for one of Europe’s most respected publications, could have written about the many residents who maintain friendships across partisan lines, about the efforts to lure former residents back to west-central Minnesota or about how a city of roughly 14,000 people maintains a robust arts scene.","Minnesota Town Defamed by German Reporter Is Ready to Forgive"
"2018-12-20T22:27:05+0000","WASHINGTON — Defense Secretary Jim Mattis, whose experience and stability were widely seen as a balance to an unpredictable president, resigned Thursday in protest of President Trump’s decision to withdraw American forces from Syria and his rejection of international alliances.","Jim Mattis, Defense Secretary, Resigns in Rebuke of Trump’s Worldview"
"2018-12-16T17:29:06+0000","KASHGAR, China — Muslim inmates from internment camps in far western China hunched over sewing machines, in row after row. They were among hundreds of thousands who had been detained and spent month after month renouncing their religious convictions. Now the government was showing them on television as models of repentance, earning good pay — and political salvation — as factory workers.","China’s Detention Camps for Muslims Turn to Forced Labor"
"2018-12-17T12:10:10+0000","As West Coast companies storm into New York, they are reshaping the city’s neighborhoods and changing its identity from a hub of finance, fashion and media to one increasingly centered on technology.","New Google Campus Accelerates Tech’s March Into New York"
"2018-12-23T16:36:27+0000","WASHINGTON — Less than two hours after Defense Secretary Jim Mattis went to the White House on Thursday to hand a resignation letter to President Trump, the president stood in the Oval Office and dictated a glowing tweet announcing that Mr. Mattis was retiring “with distinction” at the end of February.","Trump, Angry Over Mattis’s Rebuke, Removes Him 2 Months Early"
"2018-11-29T23:46:27+0000","When Donald J. Trump took a run at building a tower in Moscow in the middle of his 2016 presidential campaign, it was the high point of a decades-long effort to plant the “Trump” flag there.","How a Lawyer, a Felon and a Russian General Chased a Moscow Trump Tower Deal"
"2018-12-06T18:52:38+0000","PARIS — Vincent Picard describes himself as a “militant ecologist.” But when protesters took to the streets to express their rage over a planned increase in France’s fuel tax, Mr. Picard joined their ranks.","‘Yellow Vest’ Protests Shake France. Here’s the Lesson for Climate Change."
"2018-11-28T03:25:50+0000","JACKSON, Miss. — Senator Cindy Hyde-Smith, a Mississippi Republican who had to apologize for a cavalier reference to a public hanging, won a special runoff election on Tuesday, defeating the Democratic candidate, Mike Espy, who was trying to become the state’s first black senator since Reconstruction.","In Electing Cindy Hyde-Smith, Mississippi Stays True to Its Conservative Roots"
"2018-11-10T17:12:47+0000","WASHINGTON — For Democrats, the victories, near wins and stinging losses on Tuesday have intensified a debate in the party about how to retake the White House, with moderates arguing they must find a candidate who can appeal to President Trump’s supporters and historically Republican suburbanites, and progressives claiming they need someone with the raw authenticity to electrify the grass roots.","Democrats Have Two Paths for 2020: Daring or Defensive. Can They Settle on Either?"
"2018-12-02T08:00:13+0000","Juan Sanchez grew up along the Mexican border in a two-bedroom house so crowded with children that he didn’t have a bed. But he fought his way to another life. He earned three degrees, including a doctorate in education from Harvard, before starting a nonprofit in his Texas hometown.","He’s Built an Empire, With Detained Migrant Children as the Bricks"
"2018-12-06T04:30:08+0000","CHEMNITZ, Germany — Two weeks after announcing that she would not seek another term, Chancellor Angela Merkel of Germany was standing in an old locomotive factory in the eastern city of Chemnitz, the scene of far-right protests this year.","‘Already an Exception’: Merkel’s Legacy Is Shaped by Migration and Austerity"
"2018-11-19T18:51:39+0000","Apple was worth more than $1 trillion at the start of November. Now, it’s valued at $880 billion.","Amazon, Apple and Facebook Once Led the Market. Now They Are Driving It Down."
"2018-11-11T18:24:52+0000","WASHINGTON — Top Saudi intelligence officials close to Crown Prince Mohammed bin Salman asked a small group of businessmen last year about using private companies to assassinate Iranian enemies of the kingdom, according to three people familiar with the discussions.","Saudis Close to Crown Prince Discussed Killing Other Enemies a Year Before Khashoggi’s Death"
"2018-12-07T20:18:11+0000","WASHINGTON — Defense Secretary Jim Mattis was livid last month when he summoned top military officials to a video conference at the Pentagon to press them about an investigation into a 2017 ambush in Niger that killed four Americans on a Green Beret team. His anger, Pentagon officials said, came from seeing news reports that junior officers were being reprimanded for the botched Niger mission while the officers directly above them were not.","Mattis Erupts Over Niger Inquiry and Army Revisits Who Is to Blame"
"2018-12-12T17:30:36+0000","WASHINGTON — The special counsel’s investigation was grinding relentlessly onward, with President Trump’s former national security adviser pleading for leniency in his case and his former fixer about to be sentenced for his crimes. But Mr. Trump’s personal lawyer, Rudolph W. Giuliani, was in Manama, Bahrain, on Tuesday, meeting with the king and the interior minister of an important United States ally in the Middle East.","While Working for Trump, Giuliani Courts Business Abroad"
"2018-12-24T00:27:07+0000","WASHINGTON — President Trump has unabashedly hitched his political fortunes to a rising stock market. Now, with stock prices in retreat, he has become increasingly fixated on the idea that one man is to blame for the recent rout: Jerome H. Powell, chairman of the Federal Reserve.","Stock Market Rout Has Trump Fixated on Fed Chair Powell"
"2018-12-03T08:00:08+0000","FAIRBANKS, Alaska — It is the last great stretch of nothingness in the United States, a vast landscape of mosses, sedges and shrubs that is home to migrating caribou and the winter dens of polar bears.","In the Blink of an Eye, a Hunt for Oil Threatens Pristine Alaska"
"2018-12-14T13:04:49+0000","DONGGUAN, China — China’s consumers and businesses are losing confidence. Car sales have plunged. The housing market is stumbling. Some factories are letting workers off for the big Lunar New Year holiday two months early.","China’s Economy Slows Sharply, in Challenge for Xi Jinping"
"2018-11-24T17:00:05+0000","JACKSON, Miss. — When Mike Espy, the Democrat challenging Senator Cindy Hyde-Smith of Mississippi, faced his opponent at a debate ahead of this Tuesday’s runoff election, he had to make a choice: confront Ms. Hyde-Smith over her comments about attending “a public hanging,” which evoked the state’s racist history, or take a milder approach to avoid alienating the conservative-leaning white voters who will most likely decide the election.","Across South, Democrats Who Speak Boldly Risk Alienating Rural White Voters"
"2018-12-10T09:40:22+0000","LONDON — Britain’s embattled Prime Minister Theresa May on Monday postponed a critical parliamentary vote on her proposal for Britain’s departure from the European Union, a humiliating retreat that left the country’s economic and political future uncertain, and revealed her tenuous hold on power.","Facing Defeat, Theresa May Delays Brexit Vote in Parliament"
