"pub_date","lead_paragraph","main"
"2018-08-24T09:00:23+0000","Four days before the 2016 congressional primary in her Northern California district, Erin Schrode woke up to tens of thousands of messages. They were everywhere: in her email, on her cellphone, on her Facebook and her Twitter and her Instagram. ","For Female Candidates, Harassment and Threats Come Every Day"
"2018-06-06T17:40:11+0000","SEOUL, South Korea — He ordered his uncle executed and half brother assassinated. He spent millions developing and testing a hydrogen bomb and intercontinental ballistic missiles as his people suffered severe food shortages. He exchanged threats of nuclear annihilation with President Trump, calling the American leader a “mentally deranged U.S. dotard.”","Kim Jong-un’s Image Shift: From Nuclear Madman to Skillful Leader"
"2018-07-26T13:26:53+0000","LAHORE, Pakistan — Imran Khan, a charismatic cricket star who has fiercely criticized American counterterrorism policy in a region plagued by extremism, appeared poised on Thursday to become Pakistan’s next prime minister.","The Rise, Fall and Rise Again of Imran Khan, Pakistan’s Next Leader"
"2018-08-16T23:44:52+0000","WASHINGTON — For more than a year, law enforcement officials have repeatedly rebuffed President Trump’s efforts to use the power of his office to derail the Russia investigation. Stymied, Mr. Trump is lashing out in other ways against an investigation that he clearly hates or fears.","Revoking Clearance, Trump Aims Presidential Power at Russia Inquiry"
"2018-08-02T11:11:16+0000","ROME — Pope Francis has declared the death penalty wrong in all cases, a definitive change in church teaching that is likely to challenge Catholic politicians, judges and officials who have argued that their church was not entirely opposed to capital punishment.","Pope Francis Declares Death Penalty Unacceptable in All Cases"
"2018-06-05T16:25:41+0000","Buying a Kate Spade handbag was a coming-of-age ritual for a generation of American women. The designer created an accessories empire that helped define the look of an era. The purses she made became a status symbol and a token of adulthood.","Kate Spade, Whose Handbags Carried Women Into Adulthood, Is Dead at 55"
"2018-06-03T16:10:29+0000","WASHINGTON — As they inspect the nation’s gun stores, federal investigators regularly find violations of the law, ranging from minor record-keeping errors to illegal sales of firearms. In the most serious cases, like a sale of a gun to a prohibited buyer, inspectors often recommend that gun dealers lose their licenses.","When Guns Are Sold Illegally, A.T.F. Is Lenient on Punishment"
"2018-06-15T15:47:37+0000","WASHINGTON — A federal judge revoked Paul Manafort’s bail and sent him to jail on Friday to await trial, citing new charges that Mr. Manafort had tried to influence the testimony of two government witnesses after he had been granted a temporary release.","Judge Orders Paul Manafort Jailed Before Trial, Citing New Obstruction Charges"
"2018-09-14T13:54:36+0000","WASHINGTON — Paul Manafort agreed on Friday to tell all he knows to the special counsel, Robert S. Mueller III, as part of a plea deal that could shape the final stages of the inquiry into Russian interference in the 2016 election.","Paul Manafort Agrees to Cooperate With Special Counsel; Pleads Guilty to Reduced Charges"
"2018-09-27T18:01:48+0000","WASHINGTON — At the beginning of the day, she was asked if she was sure that he was the one who sexually assaulted her 36 years ago. “One hundred percent,” she said. At the end of the day, he was asked if he was certain he had not. “One hundred percent,” he said.","She Said. Then He Said. Now What Will Senators Say?"
"2018-09-07T19:44:00+0000","WASHINGTON — On one end of Pennsylvania Avenue this week, President Trump and his closest advisers labored to beat back perceptions, fueled by an anonymous essay in The New York Times and a bruising new book by Bob Woodward, that he had all but lost control of the presidency from within. He lashed out anew at his attorney general, shouted “TREASON” and demanded investigations of his detractors.","Congressional G.O.P. Agenda Quietly Falls Into Place Even as Trump Steals the Spotlight"
"2018-07-09T07:30:46+0000","LONDON — Prime Minister Theresa May of Britain was battling to save her government on Monday after her foreign secretary quit in protest over her approach to withdrawing from the European Union. The resignation deepened a mood of crisis just eight months before the country is due to leave the bloc.","Theresa May in Fight to Save Government Amid Brexit Rift"
"2018-10-05T09:08:02+0000","In the midst of a global reckoning over sexual violence, a woman who was forced into sexual slavery by the Islamic State and a Congolese gynecological surgeon were awarded the Nobel Peace Prize on Friday for their campaigns to end the use of mass rape as a weapon of war.","2018 Nobel Peace Prize Awarded to Yazidi Activist and Congolese Doctor"
"2018-10-30T17:35:23+0000","James (Whitey) Bulger, the South Boston mobster and F.B.I. informer who was captured after 16 years on the run and finally brought to justice in 2013 for a murderous reign of terror that inspired books, films and a saga of Irish-American brotherhood and brutality, was found beaten to death on Tuesday in a West Virginia prison. He was 89.","Whitey Bulger Is Dead in Prison at 89; Long-Hunted Boston Mob Boss"
"2018-06-15T12:15:02+0000","WASHINGTON — The Trump administration on Friday escalated a trade war between the world’s two largest economies, moving ahead with tariffs on $50 billion of Chinese goods and provoking an immediate tit-for-tat response from Beijing.","U.S. and China Expand Trade War as Beijing Matches Trump’s Tariffs"
"2018-10-20T15:56:46+0000","Each morning, Jamal Khashoggi would check his phone to discover what fresh hell had been unleashed while he was sleeping.","Saudis’ Image Makers: A Troll Army and a Twitter Insider"
"2018-09-09T22:29:42+0000","KINGSPORT, Tenn. — Inside the Kingsport Chamber of Commerce one morning last month, a few dozen voters sipped coffee and listened for 45 minutes to Representative Marsha Blackburn tick off all the reasons that this traditionally Republican stronghold in northeastern Tennessee should support her in one of the most high-stakes Senate races this year.","Abortion Opposition Once Defined Marsha Blackburn. But Not in Her Senate Race."
"2018-06-20T09:00:15+0000","WASHINGTON — Deaths now outnumber births among white people in more than half the states in the country, demographers have found, signaling what could be a faster-than-expected transition to a future in which whites are no longer a majority of the American population.","Fewer Births Than Deaths Among Whites in Majority of U.S. States"
"2018-06-25T00:14:30+0000","The pearl bracelet arrived in May 2014, in the spring of Ali Watkins’s senior year in college, a graduation gift from a man many years her senior. It was the sort of bauble that might imply something more deeply felt than friendship — but then again, might not.","How an Affair Between a Reporter and a Security Aide Has Rattled Washington Media"
"2018-08-27T21:12:23+0000","The man identified these days as President Trump’s lawyer seems vaguely familiar. It’s in the way he feigns genuine laughter. How he clasps his hands. How he widens his eyes, as if he’s just been handed a birthday cake with a firecracker for a candle.","In Defending Trump, Is Giuliani a Shrewd Tactician or ‘Untethered’?"
"2018-10-05T14:52:01+0000","WASHINGTON — Judge Brett M. Kavanaugh, whose Supreme Court hearings ripped apart the Senate and roiled the nation, headed for final confirmation to the court after two key undecided senators announced on Friday that they would back him, despite allegations of sexual assault and deep-seated Democratic opposition.","Collins and Manchin Will Vote for Kavanaugh, Ensuring His Confirmation"
"2018-07-30T00:16:02+0000","GUA MUSANG, Malaysia — Norazila and Ayu were best friends and they shared everything that girls do: sleepovers, selfies, musings about cute boys.","11 and Married: Malaysia Spars Over an Age-Old Practice"
"2018-10-10T00:03:54+0000","TALLAHASSEE, Fla. — The men and women stood, waiting, for the tardy governor of Florida on Tuesday morning. No one sought to seize Rick Scott’s bully pulpit at the State Emergency Operations Center. Ahead of a hurricane, no one could.","A Hurricane’s Coming, but Fear Not, the Governor Is Here. And Here. And Here."
"2018-07-19T09:00:15+0000","SPARTANBURG, S.C. — In the middle of David Britt’s campaign to get BMW to put a car factory in this city, a man grabbed him by the tie while he was in a restaurant.","Tariffs Imperil a Hometown Business in South Carolina: BMW"
"2018-09-30T12:57:27+0000","LONDON — When Theresa May appears on stage at the Conservative Party’s annual meeting this week, it will take all her determination to drown out the ticking of an invisible clock.","6 Months Before Brexit, Many in U.K. Fear ‘It’s Looking Very Grisly’"
"2018-09-13T06:00:29+0000","[For the latest forecasts and storm news, read our live briefing.]","The Hurricane Holdouts Who Never Leave Now Face a ‘Monster’ Storm"
"2018-10-19T18:49:01+0000","The Trump administration is preparing to tell Russian leaders next week that it is planning to exit the landmark Intermediate-Range Nuclear Forces Treaty, in part to enable the United States to counter a Chinese arms buildup in the Pacific, according to American officials and foreign diplomats.","U.S. to Tell Russia It Is Leaving Landmark I.N.F. Treaty"
"2018-09-08T17:00:07+0000","MARMET, W.Va. — There were the beauty queens, ages 6 to 60, riding in style in the Labor Day Parade, including Teen Miss West Virginia Coal. There was the man driving a pickup truck memorial to 29 workers killed in a 2010 mine disaster, each victim’s portrait airbrushed on metal.","Manchin Counts on Health Care to Stave Off Republican Tide in West Virginia"
"2018-07-07T12:02:15+0000","MACERATA, Italy — At the end of his shooting rampage as the police closed in, Luca Traini climbed the steps of a Fascist-era monument, wrapped himself in an Italian flag and straightened his arm in a Fascist salute.","This Italian Town Once Welcomed Migrants. Now, It’s a Symbol for Right-Wing Politics"
"2018-10-26T09:00:17+0000","The American economy barreled ahead in the third quarter as consumers stepped up and spent more, keeping it on track for the best annual performance since 2005.","U.S. Economy Charged Ahead in the Third Quarter"
"2018-07-18T11:00:03+0000","BRUSSELS — European authorities fined Google a record $5.1 billion on Wednesday for abusing its power in the mobile phone market and ordered the company to alter its practices, in one of the most aggressive regulatory actions against American technology giants and one that may force lasting changes to smartphones.","E.U. Fines Google $5.1 Billion in Android Antitrust Case"
"2018-08-24T16:05:34+0000","Andrew M. Cuomo was about to marry. Donald J. Trump was about to divorce. And the future governor of New York and the future president of the United States crossed paths at Mr. Cuomo’s bachelor party.","When Trump Made an Appearance at Cuomo’s Bachelor Party: The Untold Story of Their Ties"
"2018-06-19T16:01:00+0000","Arnold Schwarzenegger. Al Franken. Ronald Reagan. Sonny Bono. Fred Thompson. Jesse Ventura. Donald J. Trump.","From Hollywood to Public Office: Cynthia Nixon Tests a Role Played by Men"
"2018-06-19T16:15:02+0000","WASHINGTON — President Trump’s threat to impose tariffs on almost every Chinese product that comes into the United States intensified the possibility of a damaging trade war, sending stock markets tumbling on Tuesday and drawing a rebuke from retailers, tech companies and manufacturers.","Trump’s Trade War Spooks Markets as White House Waits for China to Blink"
"2018-09-01T07:00:09+0000","• Updated Sept. 4: Ayanna Pressley beat Michael Capuano in the primary on Tuesday night.","Ayanna Pressley Seeks Her Political Moment in a Changing Boston"
"2018-06-23T14:00:01+0000","For Malaysian factories that make light-emitting diodes, it is an opportunity. For American makers of outboard boat motors, it is a threat. For the biggest sellers of flat-screen televisions, it is a nuisance.","What a Trade War With China Looks Like on the Front Lines"
"2018-08-31T03:00:06+0000","CHEMNITZ, Germany — Waving German flags, with some flashing Nazi salutes, the angry mob made its way through the streets, chasing after dark-skinned bystanders as police officers, vastly outnumbered, were too afraid to intervene.","Chemnitz Protests Show New Strength of Germany’s Far Right"
"2018-09-13T09:00:15+0000","SILVER SPRING, Md. — It was a searing summer day before the start of the school year, but Julianni and Giselle Wyche, 10-year-old twins, were in a classroom, engineering mini rockets, writing in journals and learning words like “fluctuate” and “cognizant.”","Rethinking What Gifted Education Means, and Whom It Should Serve"
"2018-06-01T13:03:29+0000","LONDON — Dean Pascal-Modeste, a 22-year-old music producer, was on his way to a recording session one day last year when a group of men approached him on mopeds, brandishing a handgun.","Amid London’s Crime Surge, Authorities Take Aim at ‘Drill,’ a Bleak Style of Rap Music"
"2018-09-23T20:02:30+0000","WASHINGTON — When President Trump made his first visit to the United Nations last year, he ridiculed North Korea’s leader, Kim Jong-un, as a suicidal “rocket man” and threatened to “totally destroy” his country. He also vowed to rip up the Iran nuclear deal, which he called an “embarrassment to the United States.”","Trump at the U.N.: Undiplomatic? This Time, Aides Fear the Opposite"
"2018-10-25T09:00:24+0000","INDIANOLA, Miss. — When Mike Espy, a young black lawyer from a prominent local family, first campaigned for Congress in this tidy Delta town 30 years ago, many white voters refused to shake his hand. The onetime home of both B. B. King and the White Citizens’ Council, Indianola embodied the gulf that has divided Mississippi for centuries.","A Black Senate Candidate Stumps in Mississippi, but His Party Holds Him Back"
"2018-07-12T20:34:45+0000","The federal government on Thursday mounted a new effort to unravel AT&T’s deal with Time Warner, a blockbuster merger that has already started to reshape the media industry.","AT&T-Time Warner Deal Approval Gets Justice Department Challenge"
"2018-06-08T18:13:39+0000","WASHINGTON — After months of oblique references to an unnamed Russian associate of Paul Manafort, President Trump’s former campaign chairman, the special counsel identified the associate on Friday and charged both men with obstruction of justice.","Mueller Adds Obstruction Charge on Manafort and Indicts His Right-Hand Man"
"2018-07-05T07:00:04+0000","The growing concern over online data and user privacy has been focused on tech giants like Facebook and devices like smartphones. But people’s data is also increasingly being vacuumed right out of their living rooms via their televisions, sometimes without their knowledge.","How Smart TVs in Millions of U.S. Homes Track More Than What’s On Tonight"
"2018-07-10T00:16:13+0000","WASHINGTON — President Trump’s selection of Judge Brett M. Kavanaugh for the Supreme Court on Monday culminates a three-decade project unparalleled in American history to install a reliable conservative majority on the nation’s highest tribunal, one that could shape the direction of the law for years to come.","A Conservative Court Push Decades in the Making, With Effects for Decades to Come"
"2018-07-26T16:09:57+0000","WASHINGTON — For years, President Trump has used Twitter as his go-to public relations weapon, mounting a barrage of attacks on celebrities and then political rivals even after advisers warned he could be creating legal problems for himself.","Mueller Examining Trump’s Tweets in Wide-Ranging Obstruction Inquiry"
"2018-09-10T16:29:20+0000","These are not the stories that candidates usually turn to the camera and open up about in ads.","Viral Videos Are Replacing Pricey Political Ads. They’re Cheaper, and They Work."
"2018-07-13T16:09:30+0000","WASHINGTON — The special counsel investigating Russian interference in the 2016 election issued an indictment of 12 Russian intelligence officers on Friday in the hacking of the Democratic National Committee and the Clinton presidential campaign. The indictment came only three days before President Trump was planning to meet with President Vladimir V. Putin of Russia in Helsinki, Finland.","12 Russian Agents Indicted in Mueller Investigation"
"2018-09-06T06:15:19+0000","NEW DELHI — India’s Supreme Court on Thursday unanimously struck down one of the world’s oldest bans on consensual gay sex, a groundbreaking victory for gay rights that buried one of the most glaring vestiges of India’s colonial past.","India Gay Sex Ban Is Struck Down. ‘Indefensible,’ Court Says."
"2018-08-25T14:46:55+0000","JACKSON HOLE, Wyo. — Two of the most important economic facts of the last few decades are that more industries are being dominated by a handful of extraordinarily successful companies and that wages, inflation and growth have remained stubbornly low. ","Are Superstar Firms and Amazon Effects Reshaping the Economy? "
"2018-10-01T09:00:10+0000","SEATTLE — The part of this city east of Northgate Mall looks like many of the neighborhoods that surround it, with its modest midcentury homes beneath dogwood and Douglas fir trees.","Detailed Maps Show How Neighborhoods Shape Children for Life"
"2018-08-18T09:00:12+0000","OAKLAND, Calif. — Every year, thousands of people addicted to opioids show up at hospital emergency rooms in withdrawal so agonizing it leaves them moaning and writhing on the floor. Usually, they’re given medicines that help with vomiting or diarrhea and sent on their way, maybe with a few numbers to call about treatment.","This E.R. Treats Opioid Addiction on Demand. That’s Very Rare."
"2018-10-29T10:22:47+0000","BERLIN — Chancellor Angela Merkel has been a seemingly invincible figure in German politics. In office 13 years, she has been Europe’s most powerful leader, a presence so synonymous with stability Germans call her Mutti, or Mother. So it was a familiar sight on Monday to see her live on television, until she asked Germans to do something far less familiar, and “get ready for the time after me.”","Germany Without Angela Merkel: Unthinkable? Think Again, She Says"
"2018-06-26T14:09:30+0000","WASHINGTON — Ruling for opponents of abortion on free speech grounds, the Supreme Court said on Tuesday that the State of California may not require religiously oriented “crisis pregnancy centers” to supply women with information about how to end their pregnancies.","Supreme Court Backs Anti-Abortion Pregnancy Centers in Free Speech Case"
"2018-06-14T00:21:26+0000","WASHINGTON — President Trump wasn’t on the ballot or even stateside for Tuesday’s primary elections in Virginia and South Carolina. But he loomed over both states, just as he has in nearly every nominating contest this year, underscoring how the Republican Party has become the party of Trump and that its politicians cross him at their peril.","Republicans in Primaries Absorb Lesson: Cross Trump at Their Peril"
"2018-10-19T21:53:08+0000","BOSTON — The deliberations that take place inside 86 Brattle Street, a red brick building where Harvard University’s admissions committee convenes, have very much stayed inside 86 Brattle Street.","Harvard’s Admissions Process, Once Secret, Is Unveiled in Affirmative Action Trial"
"2018-07-20T09:25:26+0000","HAZARIBAGH, India — Jayant Sinha is a Celtics fan. He graduated from Harvard. He worked for McKinsey & Company.","A Minister Fetes a Convicted Lynch Mob, and Many Indians Recoil"
"2018-10-25T11:31:09+0000","BEIRUT, Lebanon — Saudi Arabia’s public prosecutor acknowledged for the first time on Thursday that the killing of the dissident columnist Jamal Khashoggi appeared to have been premeditated — yet another shift in the kingdom’s account of his disappearance in Turkey.","Saudi Arabia, in Reversal, Suggests Khashoggi’s Killing Was Premeditated"
"2018-09-29T14:43:02+0000","DENVER — By nearly any measure, this city is booming. The unemployment rate is below 3 percent. There is so much construction that a local newspaper started a “crane watch” feature. Seemingly every week brings headlines about companies bringing high-paying jobs to the area.","Housing Market Slows, as Rising Prices Outpace Wages"
"2018-09-26T00:46:49+0000","Last week, more than 30 years after they graduated from Yale, Deborah Ramirez contacted her old friend James Roche.","In a Culture of Privilege and Alcohol at Yale, Her World Converged With Kavanaugh’s"
"2018-07-21T09:00:07+0000","DETROIT — For Rachel Conner, the 2018 election season has been a moment of revelation.","There Is a Revolution on the Left. Democrats Are Bracing."
"2018-08-08T19:50:01+0000","WASHINGTON — The Trump administration said on Wednesday that it would soon impose new sanctions against Russia in response to the attempted assassination in March of a former Russian spy living in England and his daughter.","U.S. to Issue New Sanctions on Russia Over Skripals’ Poisoning"
"2018-07-18T15:59:37+0000","AINISSA, Syria — The two-story building here still looks much like the school it once was. But the classrooms are closed off by reinforced black doors, padlocked from the outside. And the campus is surrounded by men with machine guns seeking refuge from the desert heat in the shade of towering concrete perimeter walls.","As ISIS Fighters Fill Prisons in Syria, Their Home Nations Look Away"
"2018-07-06T01:27:19+0000","WASHINGTON — Judge Brett M. Kavanaugh, the front-runner to replace Justice Anthony M. Kennedy on the Supreme Court, once argued that President Bill Clinton could be impeached for lying to his staff and misleading the public, a broad definition of obstruction of justice that would be damaging if applied to President Trump in the Russia investigation.","Brett Kavanaugh, Supreme Court Front-Runner, Once Argued Broad Grounds for Impeachment"
"2018-06-22T00:38:57+0000","AURORA, Colo. — Micaela Samol Gonzalez, dressed in blue detention scrubs, made her way to the front of a windowless courtroom in Colorado on Thursday and faced the judge. After she gave her name and arranged a future court date for her immigration case, the judge asked whether she had any questions.","Migrant Parents Wait and Hope for Their Children: ‘I Feel Like I’m Going to Die’"
"2018-09-15T15:20:02+0000","WASHINGTON, N.C. — As the flat-bottomed fishing boat crept into a swirling river that had once been Summer Haven Lane, Tray Tillman scanned the brown floodwaters and half-submerged houses in search of somebody to save.","Torrents of Water in Towns Across the Carolinas. And a Guy With a Boat."
"2018-07-19T09:00:11+0000","NORTH AURORA, Ill. — Most of the room’s occupants looked nothing like Lauren Underwood, but no one seemed to care.","The Districts Are Mostly White. The Candidates Are Not."
"2018-08-21T04:00:04+0000","BOSTON — The Russian military intelligence unit that sought to influence the 2016 election appears to have a new target: conservative American think tanks that have broken with President Trump and are seeking continued sanctions against Moscow, exposing oligarchs or pressing for human rights.","New Russian Hacking Targeted Republican Groups, Microsoft Says"
"2018-08-07T17:47:17+0000","MATHER, Calif. — Inside the state’s emergency command center here, the numbers on a large screen show the scope and reach of California’s record-setting wildfire season glowing in red, blue and yellow: nearly 600,000 acres burned. More than 13,000 firefighters battling blazes. More than 2,300 members of the National Guard pulled into the fight.","California Fire Now the Largest in State History: ‘People Are on Edge’"
"2018-08-23T00:34:07+0000","WASHINGTON — There are more serious crimes than violating campaign finance laws. Some offenders face jail time, while others catch a break.","When Is an Offense Impeachable? Look to the Framers for the Answer"
"2018-08-14T16:21:17+0000","PONCE, P.R. — Jazmín Méndez has lived much of the last year in the dark. No light to read by. No food cooled in the fridge. No television for her three children.","Puerto Rico Spent 11 Months Turning the Power Back On. They Finally Got to Her."
"2018-10-04T00:12:57+0000","WASHINGTON — For more than two weeks he held back. Against all his instincts, President Trump for the most part resisted directly attacking the woman whose sexual assault allegation has jeopardized his Supreme Court nomination. The accuser was to be treated with kid gloves, like “a Fabergé egg,” as one adviser put it.","In Risky Shift, Trump and G.O.P. Directly Assail Christine Blasey Ford"
"2018-09-11T23:02:35+0000","Nearly two decades ago, in a Manhattan subway station, a mentally ill man shoved Kendra Webdale, a promising young writer, to her death in front of an oncoming N train.","A Horrific Crime on the Subway Led to Kendra’s Law. Years Later, Has It Helped?"
"2018-06-28T15:40:53+0000","WASHINGTON — A political war over replacing  Justice Anthony M. Kennedy roared to life on Thursday in Washington, the start of an election-season clash over a Supreme Court retirement that will reshape the country’s judicial future.","Political War Over Replacing Kennedy on Supreme Court Is Underway"
"2018-08-12T10:21:40+0000","MOSCOW — From Moscow to Washington to capitals in between, the past few days have showcased the way President Vladimir V. Putin of Russia nimbly exploits differences between the United States and its allies.","Amid Kremlin Victories, Putin Fails to Persuade West on Russian Sanctions"
"2018-08-13T20:27:13+0000","ISTANBUL — President Recep Tayyip Erdogan has long made clear that he considered no part of Turkish life beyond his reach, not least the economy.","Erdogan Faces a Challenge He Can’t Easily Bully: Turkey’s Economy"
"2018-10-22T23:45:37+0000","President Trump on Monday sharply intensified a Republican campaign to frame the midterm elections as a battle over immigration and race, issuing a dark and factually baseless warning that “unknown Middle Easterners” were marching toward the American border with Mexico.","Trump and G.O.P. Candidates Escalate Race and Fear as Election Ploys"
"2018-09-27T18:08:17+0000","WASHINGTON — Judge Brett M. Kavanaugh and his accuser faced off Thursday in an extraordinary, emotional day of testimony that ricocheted from a woman’s tremulous account of sexual assault to a man’s angry, outraged denial, all of which played out for hours before a riveted nation and a riven Senate.","Brett Kavanaugh and Christine Blasey Ford Duel With Tears and Fury"
"2018-06-16T15:00:05+0000","WARSAW — For six weeks, Jaroslaw Kaczynski kept up the charade.","After a President’s Shocking Death, a Suspicious Twin Reshapes a Nation"
"2018-10-07T14:14:21+0000","LONDON — Jamal Khashoggi, a prominent Saudi dissident, met two friends for lunch last Monday in London to discuss a newspaper column he had drafted lamenting the lack of free speech in the Arab world. “Everyone is fearful,” he wrote.","Jamal Khashoggi Disappears, a Mystery Rattling the Middle East"
"2018-10-29T23:12:36+0000","SAN FRANCISCO — On Monday, a search on Instagram, the photo-sharing site owned by Facebook, produced a torrent of anti-Semitic images and videos uploaded in the wake of Saturday’s shooting at a Pittsburgh synagogue.","On Instagram, 11,696 Examples of How Hate Thrives on Social Media"
"2018-08-29T23:55:14+0000","WASHINGTON — Democratic nominees for governor include three African-Americans, two of them in the old Confederacy, a prospect that not long ago would have been unthinkable. Record numbers of women are competing in congressional races. Elsewhere, Muslims, gays, lesbians and transgender people will be on the ballot for high-profile offices.","Democratic Embrace of Diverse Candidates Collides With Barbed Politics of Trump Era"
"2018-09-12T00:52:30+0000","The new head of civil rights at the Education Department has reopened a seven-year-old case brought by a Zionist group against Rutgers University, saying the Obama administration, in closing the case, ignored evidence that suggested the school allowed a hostile environment for Jewish students.","Education Dept. Reopens Rutgers Case Charging Discrimination Against Jewish Students"
"2018-09-15T01:28:08+0000","DALLAS — Botham Shem Jean analyzed risk for a living at a global auditing firm. For someone in his line of work, the evening was shaping up to be as risk-free as it gets: Alone, in his one-bedroom apartment one block from the Dallas Police Department headquarters.","A Dallas Police Officer Shot Her Neighbor, and a City Is Full of Questions"
"2018-10-22T09:00:10+0000","ALBION, Calif. — Early on a gray summer Saturday, an unusual assemblage — commercial fishermen, recreational boaters, neoprene-clad divers — gathered for a mission at Albion Cove, a three-hour drive north of San Francisco.","California’s Underwater Forests Are Being Eaten by the ‘Cockroaches of the Ocean’ "
"2018-06-10T14:53:22+0000","COTTONWOOD HEIGHTS, Utah — Mitt Romney never could resist a race.","Mitt Romney Wants In Again. There Is One Catch."
"2018-07-25T15:58:07+0000","YOSEMITE VALLEY, Calif. — Gone were the massive granite monoliths of Half Dome and El Capitan, lost in the shroud of a ghostly and acrid layer of smoke. Gone, too, were the cascading waterfalls that plunge to the floor of Yosemite Valley, their famed beauty uselessly out of sight.","Yosemite National Park Evacuated Amid Threat From Fire"
"2018-06-02T18:26:16+0000","WASHINGTON — President Trump’s lawyers have for months quietly waged a campaign to keep the special counsel from trying to force him to answer questions in the investigation into whether he obstructed justice, asserting that he cannot be compelled to testify and arguing in a confidential letter that he could not possibly have committed obstruction because he has unfettered authority over all federal investigations.","Trump’s Lawyers, in Confidential Memo, Argue to Head Off a Historic Subpoena"
"2018-09-16T10:09:45+0000","HONG KONG — Typhoon Mangkhut battered Hong Kong and Macau on Sunday with 100 miles-per-hour wind gusts, drenching rains and 11-foot surges of seawater that inundated the first urban area of Asia to face the wrath of the year’s mightiest storm.","Typhoon Mangkhut Slams Hong Kong and Southern China"
"2018-07-30T21:38:51+0000","Like publications in the rest of the country, New Jersey’s suburban newspapers pulled back as their business model vaporized, leaving fewer reporters to dig into local scandals or dispatch to neighborhood events. Tiny outfits like The Village Green, which covers two North Jersey towns, have sought to fill the void.","News From Your Neighborhood, Brought to You by the State of New Jersey"
"2018-10-28T22:08:47+0000","RIO DE JANEIRO — Brazil on Sunday became the latest country to drift toward the far right, electing a strident populist as president in the nation’s most radical political change since democracy was restored more than 30 years ago.","Jair Bolsonaro Wins Brazil’s Presidency, in a Shift to the Far Right"
