"pub_date","lead_paragraph","main"
"2019-10-04T22:00:45+0000","After years of growing hostility and competition for influence, Saudi Arabia and Iran have taken steps toward indirect talks to try to reduce the tensions that have brought the Middle East to the brink of war, according to officials from several countries involved in the efforts.","Saudi Arabia and Iran Make Quiet Openings to Head Off War"
"2019-08-16T20:16:08+0000","The New York City medical examiner said on Friday that Jeffrey Epstein’s death in a federal jail cell was a suicide, confirming he had hanged himself.","Jeffrey Epstein Autopsy Results Show He Hanged Himself in Suicide"
"2019-08-03T09:00:06+0000","DETROIT — Mark Greer is a black Detroiter so outraged by President Trump’s regular stream of invective toward people of color that he does his best to avoid exposure to him.","Why a Race-Baiting Trump Is Courting Black Voters"
"2019-06-15T16:59:57+0000","HONG KONG — Carrie Lam, the chief executive of Hong Kong, has a very loyal majority in the territory’s legislature. She has the complete backing of the Chinese government. She has a huge bureaucracy ready to push her agenda.","How Hong Kong’s Leader Made the Biggest Political Retreat by China Under Xi"
"2019-10-13T13:18:09+0000","DOHUK, Iraq — Kurdish forces long allied with the United States in Syria announced a new deal on Sunday with the government in Damascus, a sworn enemy of Washington that is backed by Russia, as Turkish troops moved deeper into their territory and President Trump ordered the withdrawal of the American military from northern Syria.","Abandoned by U.S. in Syria, Kurds Find New Ally in American Foe"
"2019-09-02T04:29:56+0000","MIAMI — Hurricane Dorian, one of the most powerful Atlantic storms on record, hung over the Bahamas on Monday, thrashing the archipelago with high winds and surging seawater that flooded neighborhoods, submerged vehicles and shredded homes. The storm has left at least five people dead, officials said.","Hurricane Dorian Batters Bahamas, Killing at Least 5: ‘a Historic Tragedy’"
"2019-10-22T10:39:14+0000","SOCHI, Russia — His jets patrol Syrian skies. His military is expanding operations at the main naval base in Syria. He is forging closer ties to Turkey. He and his Syrian allies are moving into territory vacated by the United States.","Putin and Erdogan Announce Plan for Northeast Syria, Bolstering Russian Influence"
"2019-10-05T13:58:00+0000","HONG KONG — From afar, the red brick sidewalk along King’s Road in Hong Kong appears to be covered with a mottled white carpet that stretches for dozens of yards. Closer up, the white reveals itself to be a mosaic made up of sheets of paper glued to the pavement, each featuring a bespectacled man with a self-confident smile.","A Provocateur of the Hong Kong Protests Gains Growing Stature"
"2019-06-16T06:00:07+0000","IMPERIAL, Calif. — Andy Ruiz Jr. is chubby, there’s no getting around that.","Andy Ruiz Jr. Shocked the Boxing World. But Not His Hometown."
"2019-09-06T05:17:56+0000","","Robert Mugabe, Strongman Who Cried, ‘Zimbabwe Is Mine,’ Dies at 95"
"2019-07-12T08:18:14+0000","ISTANBUL — Defying strenuous American objections and the threat of sanctions, Turkey began receiving the first shipment of a sophisticated Russian surface-to-air missile system on Friday, a step certain to test the country’s uneasy place in the NATO alliance.","Turkey Gets Shipment of Russian Missile System, Defying U.S."
"2019-09-23T14:28:20+0000","UNITED NATIONS — The United Nations Climate Action Summit on Monday was meant to highlight concrete promises by presidents, prime ministers and corporate executives to wean the global economy from fossil fuels to avoid the worst effects of global warming.","At U.N. Climate Summit, Few Commitments and U.S. Silence"
"2019-08-05T00:50:16+0000","EL PASO — Two nations physically and culturally come together in El Paso. The bustling Walmart on the city’s east side, just minutes from the border with Mexico, exemplified those ties.","Walmart Store Connected Cultures, Until a Killer ‘Came Here for Us’"
"2019-10-23T08:47:59+0000","SANTA BARBARA, Calif. — Google said on Wednesday that it had achieved a long-sought breakthrough called “quantum supremacy,” which could allow new kinds of computers to do calculations at speeds that are inconceivable with today’s technology.","Google Claims a Quantum Breakthrough That Could Change Computing"
"2019-08-29T14:30:05+0000","WASHINGTON — The former F.B.I. director James B. Comey violated policy by disclosing memos about his interactions with President Trump to people outside the bureau, said a blistering Justice Department inspector general report released on Thursday. The report admonished him for setting “a dangerous example” for officials with access to government secrets.","Comey Is Criticized by Justice Dept. Watchdog for Violating F.B.I. Rules"
"2019-07-12T09:00:11+0000","WASHINGTON — [Read more: Bernie Sanders drops out of 2020 democratic presidential race.]","Why Sanders Wanted His Meeting With a Rabbi Kept Secret"
"2019-06-17T07:00:07+0000","[What you need to know to start the day: Get New York Today in your inbox.]","Rent Laws’ Impact: Tenant Paradise or Return of the ‘Bronx Is Burning’?"
"2019-09-15T12:00:08+0000","SAN FRANCISCO — The rebuttal sounded something like a threat. That seemed to be Kamala Harris’s point.","Kamala Harris Was Ready to Brawl From the Beginning"
"2019-10-17T01:28:31+0000","WASHINGTON — The White House’s trenchant declaration to House impeachment investigators last week was unequivocal: No more witnesses or documents for a “totally compromised kangaroo court.”","Trump’s Impeachment Blockade Crumbles as Witnesses Agree to Talk"
"2019-08-26T23:04:39+0000","BIARRITZ, France — Remember when President Xi Jinping of China was the “enemy”? That was so Friday. As of Monday, according to President Trump, Mr. Xi was “a great leader” and a “brilliant man.”","As Trump Swerves on Trade War, It’s Whiplash for the Rest of the World"
"2019-07-02T10:29:51+0000","WASHINGTON — President Trump’s re-election campaign and the Republican National Committee said on Tuesday they had raised $105 million in the second quarter of this year, outraising President Barack Obama in the equivalent period during his 2012 re-election campaign and signaling that Mr. Trump will have far more resources than he did in 2016.","Trump and R.N.C. Raised $105 Million in 2nd Quarter, a Sign He Will Have Far More Money Than in 2016"
"2019-07-01T01:47:44+0000","BERKELEY, Calif. — In 1967, the superintendent of the Berkeley, Calif., school district had resolved to desegregate the city schools. “We will set an example for all the cities of America,” he wrote in a report called “Integration: A Plan for Berkeley,” which he presented to the Berkeley Board of Education. “The children of Berkeley will grow in a community where justice is part of their pattern of life,” the report stated.","Kamala Harris and Classmates Were Bused Across Berkeley. The Experience Changed Them."
"2019-07-08T19:15:39+0000","[For more coverage of race, sign up here to have our Race/Related newsletter delivered weekly to your inbox.]","As Cameras Track Detroit’s Residents, a Debate Ensues Over Racial Bias"
"2019-09-02T19:55:56+0000","As North Korea fired off a series of missiles in recent months — at least 18 since May — President Trump has repeatedly dismissed their importance as short-range and “very standard” tests. And although he has conceded “there may be a United Nations violation,” the president says any concerns are overblown.","North Korea Missile Tests, ‘Very Standard’ to Trump, Show Signs of Advancing Arsenal"
"2019-06-29T11:43:36+0000","OSAKA, Japan — President Trump and President Xi Jinping of China agreed on Saturday to resume trade talks after a seven-week breakdown, averting for now an escalation of their multibillion-dollar tariff war that has roiled global markets and threatened the future of the world’s two largest economies.","Trump and Xi Agree to Restart Trade Talks, Avoiding Escalation in Tariff War"
"2019-10-03T09:00:18+0000","BOSTON — One parent, hoping to avoid prison in the nation’s largest-ever college admissions fraud case, stood before the judge with an elaborate proposal for a community service project: He could make amends, the parent’s lawyers offered, by designing and raising funds for a “cutting-edge” collaboration between the Special Olympics and private schools.","Parents Paid to Open College Doors. Now They’re Spending to Limit Prison Time."
"2019-09-17T14:02:05+0000","WASHINGTON — American investigators are examining missile circuit boards recovered after strikes against Saudi oil facilities to determine the trajectory of the attack — and whether it originated from Iran — as the Trump administration debates how, and whether, to retaliate.","To Find Clues in Saudi Oil Attacks, U.S. Examines Missile and Drone Parts"
"2019-09-16T19:41:47+0000","Those fortunate enough to have a head of hair generally leave 50 to 100 strands behind on any given day. Those hairs are hardy, capable of withstanding years or even centuries of rain, heat and wind. ","Why This Scientist Keeps Receiving Packages of Serial Killers’ Hair"
"2019-07-08T09:14:36+0000","ARHAVI, Turkey — The terraced rows of tea plants climbing the hills above the Black Sea used to glint like money. Lately, they look like another casualty of Turkey’s long, grinding economic crisis.","Turkey’s Long, Painful Economic Crisis Grinds On"
"2019-06-22T01:07:39+0000","WASHINGTON — He heard from his generals and his diplomats. Lawmakers weighed in and so did his advisers. But among the voices that rang powerfully for President Trump was that of one of his favorite Fox News hosts: Tucker Carlson.","Urged to Launch an Attack, Trump Listened to the Skeptics Who Said It Would Be a Costly Mistake"
"2019-09-15T09:00:11+0000","One Border Patrol agent in Tucson said he had been called a “sellout” and a “kid killer.” In El Paso, an agent said he and his colleagues in uniform had avoided eating lunch together except at certain “BP friendly” restaurants because “there’s always the possibility of them spitting in your food.” An agent in Arizona quit last year out of frustration. “Caging people for a nonviolent activity,” he said, “started to eat away at me.”","‘People Actively Hate Us’: Inside the Border Patrol’s Morale Crisis"
"2019-08-14T22:24:37+0000","The global economy is under increasing stress as growth cools and trade tensions take a mounting toll. On Wednesday, the tremors were felt worldwide.","Markets Are Shaken by New Signs of Global Economic Trouble"
"2019-10-27T15:31:34+0000","Abu Bakr al-Baghdadi, the cunning and enigmatic black-clad leader of the Islamic State who transformed a flagging insurgency into a global terrorist network that drew tens of thousands of recruits from 100 countries, has died at 48.","Abu Bakr al-Baghdadi, ISIS Leader Known for His Brutality, Is Dead at 48"
"2019-06-28T22:03:01+0000","SAN MARTÍN, El Salvador — Rosa Ramírez pleaded with her son, urging him not to leave El Salvador and head north with his wife and young daughter. The risks were simply too high.","‘I Didn’t Want Them to Go’: Salvadoran Family Grieves for Father and Daughter Who Drowned"
"2019-09-14T09:00:12+0000","[Sign up for our daily newsletter about news from California here.]","Trump Inspires California Lawmakers to Go on Offense"
"2019-06-23T22:12:03+0000","SANTO DOMINGO, Dominican Republic — The tourism minister grimaced as he read aloud the causes of death in autopsy reports of the growing number of Americans who have died recently while vacationing in the Dominican Republic: Heart attack. Septic shock. Pneumonia.","Crisis Hits Dominican Republic Over Deaths of U.S. Tourists"
"2019-06-02T15:09:25+0000","Leah Chase, the nation’s pre-eminent Creole chef, always knew what to feed her famous customers.","Leah Chase, 96, Creole Chef Who Fed Presidents and Freedom Riders, Dies"
"2019-07-15T12:31:36+0000","WASHINGTON — President Trump, under fire for comments that even members of his own party called racist, amplified his attacks on four Democratic congresswomen of color on Monday, saying that they hated America and that one of the first two Muslim women elected to Congress sympathized with Al Qaeda.","After Trump Accuses Four Democratic Congresswomen of Hating U.S., They Fire Back"
"2019-08-23T12:49:54+0000","","David Koch, Billionaire Who Fueled Right-Wing Movement, Dies at 79"
"2019-09-28T20:43:36+0000","WASHINGTON — Petro O. Poroshenko was still the president of Ukraine earlier this year when his team sought a lifeline. With the polls showing him in clear danger of losing his re-election campaign, some of his associates, eager to hold on to their own jobs and influence, took steps that could have yielded a signal of public support from a vital ally: President Trump.","How a Shadow Foreign Policy in Ukraine Prompted an Impeachment Inquiry"
"2019-06-12T22:37:01+0000","WASHINGTON — Justice Department officials intend to interview senior C.I.A. officers as they review the Russia investigation, according to people briefed on the matter, indicating they are focused partly on the intelligence agencies’ most explosive conclusion about the 2016 election: that President Vladimir V. Putin of Russia intervened to benefit Donald J. Trump.","Justice Dept. Seeks to Question C.I.A. in Its Own Russia Investigation"
